; Unit System: English
; Time: seconds
; Intake manifold absolute pressure: PSI
; Engine RPM: RPM
; Ignition timing advance for #1 cylinder: 
; Absolute throttle position: %
;
Time,Intake manifold absolute pressure,Time,Engine RPM,Time,Ignition timing advance for #1 cylinder,Time,Absolute throttle position
149.0234145,13.77859,149.1094553,4166.75,149.1824225,23.5,149.7066072,27.45098
149.4294593,6.816774,149.5255599,4265.75,149.6226391,40,150.2466747,35.29412
149.9938962,12.76332,150.0783998,4807.25,150.1715013,19.5,150.7325173,13.33333
150.4975113,2.175566,150.5822894,4853,150.6575903,5,151.194514,13.33333
150.9036425,1.885491,150.9975113,4682,151.11051,5,151.6235391,13.33333
151.3855159,1.740453,151.453632,4563.75,151.5397575,22.5,152.0325573,16.47059
151.7835325,1.885491,151.8575374,4402.5,151.9455362,53,152.4415653,21.17647
152.1945996,2.900755,152.2738782,4334,152.3636417,46.5,152.830416,48.62745
152.5925922,6.236623,152.682627,4395.5,152.7576404,7,153.3076188,62.7451
152.9986045,14.2137,153.108611,4684.75,153.1966363,19.5,153.771666,13.33333
153.5076524,4.061057,153.581647,4732.75,153.6826552,14,154.1696886,13.33333
153.9276843,1.885491,154.0226549,4830.75,154.0956452,22.5,154.626581,13.33333
154.3196385,1.740453,154.4225714,4689.25,154.509643,22.5,155.0767009,13.33333
154.8226179,1.740453,154.893663,4484.25,154.9786593,22.5,155.4966165,13.33333
155.2316738,1.595415,155.3198284,4347.75,155.3968127,22.5,155.90971,13.33333
155.6777442,1.450377,155.7527713,4160,155.8367145,22.5,156.3067377,13.33333
156.056707,1.595415,156.1473696,3504.5,156.2276884,22.5,156.7067629,13.33333
156.4587381,2.030528,156.5467412,2911.75,156.6317486,22.5,157.1296742,13.33333
156.9127707,2.320604,156.9787089,2337.5,157.0567591,22.5,157.5477961,13.33333
157.3097916,2.465641,157.3847956,1865,157.4578064,22.5,157.970816,13.33333
157.7088265,3.045793,157.7958127,1500.25,157.8828503,22.5,158.4906624,13.33333
158.1078032,3.625943,158.1988793,1250.75,158.3027325,22.5,158.9852586,13.33333
158.7238413,4.206094,158.7887621,1175,158.8548575,10.5,159.4228168,13.33333
159.1549119,4.351132,159.2318594,1092.25,159.3199004,7,159.8279605,13.33333
159.5828866,4.641208,159.6579008,1071.5,159.7439264,9,160.2791298,13.33333
160.0238581,4.641208,160.0979613,1087,160.1829808,6,160.7039068,13.33333
160.4408925,4.786245,160.5129888,1057,160.5989981,4.5,161.1179069,13.33333
160.8730366,4.786245,160.9579877,1017,161.0319002,6.5,161.5260994,13.33333
161.2740193,4.931283,161.3730417,998.75,161.4429318,4.5,161.9500535,13.33333
161.7080506,5.076321,161.7820315,957.75,161.8570303,3.5,162.3875467,13.33333
162.1190737,5.076321,162.2239876,930.5,162.2980874,3,162.7971019,13.33333
162.5426052,5.221359,162.6251072,899,162.7211107,0.5,163.2398664,13.33333
162.998139,5.221359,163.0920553,860.5,163.1761544,2.5,163.6372229,13.33333
163.3951696,5.366396,163.4842012,838,163.5591753,2,164.0832151,13.33333
163.8272179,5.511434,163.9073298,855.5,163.9962725,1,164.4832303,13.33333
164.2331922,5.511434,164.309292,844.5,164.3942004,2,164.9102306,13.33333
164.6451444,5.366396,164.7372505,873.25,164.8231358,0.5,165.3744678,13.33333
165.1124021,5.366396,165.1863068,833.75,165.2813129,3,165.7932036,13.33333
165.5492914,5.511434,165.6332921,788,165.7073175,21.5,166.2243152,13.33333
165.9833287,6.816774,166.0553044,603.75,166.1393231,22.5,166.6287181,13.33333
166.3833285,7.832038,166.4773585,829.75,166.5583472,2,167.0783895,13.33333
166.8232786,6.671736,166.9094205,795.75,166.9835391,8,167.6284579,13.33333
167.3584384,6.816774,167.434456,806.5,167.5294201,16,168.0564662,13.33333
167.7964449,6.526698,167.8994339,906.5,167.983433,15.5,168.5224688,13.33333
168.2354439,5.656472,168.329479,1046.75,168.4273952,6,168.9664225,13.33333
168.7064706,5.221359,168.7944791,932,168.8814611,13.5,169.4315133,13.72549
169.1183162,5.221359,169.2006643,1020.5,169.3504647,8,169.8425959,17.2549
169.6235451,5.511434,169.6975569,1115.75,169.7715259,29,170.2555587,17.2549
170.0255925,7.106849,170.1026,1230.5,170.1755708,29,170.6795285,17.2549
170.4345672,6.961812,170.5095945,1404.25,170.598615,31,171.0755835,13.33333
170.8465489,6.236623,170.9195795,1556.25,170.9906862,22.5,171.4996175,13.33333
171.2415654,3.770981,171.3226158,1498.5,171.3966114,22.5,171.9316344,16.86275
171.7006185,4.061057,171.7846296,1291.5,171.8586311,33.5,172.3668455,22.7451
172.1216456,7.541962,172.1966565,1031.25,172.291571,-2.5,172.8286745,22.35294
172.5716849,13.0534,172.6565129,1066,172.7456968,-7,173.2436245,22.7451
172.9976966,12.90836,173.0817205,1188.5,173.1707803,-3,173.7077726,61.17647
173.4317135,13.77859,173.5327606,1304.75,173.6236888,-5.5,174.1228141,72.54902
173.8917845,14.35874,173.9718033,1407.5,174.0517878,-4,174.5718397,59.21569
174.2956746,14.35874,174.3827721,1551,174.4758568,-3,174.9829394,51.37255
174.7318147,14.2137,174.8267839,1698,174.8997872,-1,175.3898542,55.29412
175.1537896,14.06866,175.2368066,1800.25,175.3108373,-0.5,175.8818666,55.68628
175.5458745,14.06866,175.6308394,1893.25,175.7288882,1,176.3208639,51.76471
176.0507672,14.06866,176.1358527,2055.25,176.2268536,2.5,176.7189164,41.56863
176.4748978,14.06866,176.5588935,2210.25,176.6318557,3,177.1029054,13.33333
176.8608458,8.99234,176.9418227,2242,177.0289227,21.5,177.5099554,13.33333
177.2569753,2.900755,177.3400009,2319.25,177.4268597,16.5,177.9060315,13.33333
177.6388703,2.610679,177.721977,2280.25,177.7969697,22.5,178.3359746,13.33333
178.0809951,2.465641,178.1562145,2235.75,178.2595696,22.5,178.7569904,13.33333
178.5129828,2.465641,178.5879858,2186.5,178.6730052,22.5,179.167947,13.33333
178.9089922,2.465641,178.9960338,2158.5,179.0821115,22.5,179.6010639,13.33333
179.3310387,2.320604,179.4279694,2090.75,179.5060768,22.5,180.0560118,13.33333
179.7970946,2.465641,179.9131,2041,179.9880885,22.5,180.5082043,13.33333
180.2331294,2.610679,180.3211626,2015.75,180.398116,22.5,180.9280575,13.33333
180.6833698,2.755717,180.7782987,1725.5,180.8541512,22.5,181.3881877,13.33333
181.1191651,3.19083,181.2260729,1365.5,181.3121582,22.5,181.8321183,13.33333
181.5471724,3.916019,181.6312261,1196.75,181.7271978,18,182.2782799,13.33333
181.9962212,4.206094,182.0921185,1140.25,182.1752208,9.5,182.6572299,13.33333
182.4262457,4.49617,182.4992324,1066.75,182.583227,11,183.0832962,13.33333
182.8271721,4.641208,182.9212918,1074,182.9953118,8.5,183.4734039,13.33333
183.2312594,4.641208,183.3063086,1066.5,183.3922237,11,183.9233294,13.33333
183.6306863,4.641208,183.7244227,1077.25,183.8293535,7,184.3954,13.33333
184.1063283,4.641208,184.198388,1068.25,184.2964419,6.5,184.9814151,13.33333
184.7253671,4.786245,184.8225587,1040,184.8933743,6,185.424427,13.33333
185.1464693,4.931283,185.232268,1015.75,185.3194235,1.5,185.8314374,13.33333
185.5934367,4.931283,185.6735142,993.5,185.7474299,3,186.2327299,13.33333
185.9944641,5.076321,186.0824853,960.25,186.1565918,0,186.7075379,13.33333
186.397447,5.076321,186.5104926,964,186.5995181,3,187.1555729,13.33333
186.9095431,5.076321,186.9845392,971.75,187.0725347,2.5,187.5796007,13.33333
187.3245869,5.076321,187.4006815,965.25,187.4955539,3.5,188.0295676,13.33333
187.7715753,4.931283,187.8435435,963.5,187.9335521,-1.5,188.5585192,13.33333
188.2416229,4.931283,188.3446171,945.75,188.457584,5,189.2256364,13.33333
188.8776217,5.076321,188.992622,963,189.103618,3,189.8236399,13.33333
189.5216018,5.076321,189.6226208,897.25,189.7105772,2.5,190.3167844,13.33333
190.0237079,5.076321,190.1287338,862.25,190.2266475,2.5,190.8516454,13.33333
190.5367747,5.221359,190.6307038,843.25,190.7447213,2,191.4717689,13.33333
191.1437236,5.366396,191.2436511,843.5,191.3537557,2,192.0887804,13.33333
191.7826814,5.221359,191.8807979,840,191.9939924,1.5,192.7318614,13.33333
192.4238163,5.221359,192.5237515,836.75,192.6278296,2.5,193.351908,13.33333
193.0378817,5.221359,193.1308818,835.75,193.2519001,2.5,193.9728861,13.33333
193.6759139,5.221359,193.7769226,826,193.8697987,3,194.7388367,13.33333
194.4438302,5.221359,194.5478407,842.25,194.6419306,4.5,195.2438633,13.33333
194.9481023,5.221359,195.040892,841.25,195.1459529,3.5,195.8439704,13.33333
195.5529896,5.221359,195.6438887,822.25,195.7488958,3.5,196.339049,13.33333
196.0379903,5.221359,196.1339271,821,196.2320145,6,196.8259719,13.33333
196.5379458,5.221359,196.6340649,828.5,196.7390796,3,197.3319728,13.33333
197.0439912,5.221359,197.148994,818.75,197.2391181,5,197.9311302,13.33333
197.6469922,5.221359,197.7520001,824.75,197.8370928,6,198.5341244,13.33333
198.2440571,5.221359,198.3490453,832.25,198.4421435,3,199.0435601,14.90196
198.7490778,5.221359,198.8430879,831.5,198.9461205,16.5,199.6742677,14.90196
199.369182,6.526698,199.4782696,793.5,199.571153,16.5,200.1836735,14.90196
199.8871997,7.832038,199.9832903,715.5,200.0783586,13,200.8283278,15.29412
200.4972121,9.137378,200.602397,860.25,200.7283637,14,201.4272764,14.5098
201.127344,7.396924,201.2323553,1062,201.3393889,25,201.996419,15.29412
201.7113828,4.931283,201.8226466,1180.25,201.9063347,6,202.5064972,17.64706
202.1974388,5.511434,202.3115017,1346.5,202.4006827,32,203.1095966,18.82353
202.8294578,7.396924,202.9195088,1469.75,203.025681,31,203.7076282,18.82353
203.4234833,6.961812,203.5085452,1782.25,203.6026331,32.5,204.2225431,13.33333
203.9155942,6.526698,204.0256818,1915.25,204.1385762,22.5,204.9755843,15.68627
204.6716783,3.916019,204.7767024,1543.25,204.8687012,38,205.4536751,17.64706
205.177699,5.511434,205.2746878,1064.75,205.3767315,24,205.9327342,17.64706
205.6426756,8.122113,205.7467039,1147.25,205.843667,16,206.4226911,19.21569
206.1187594,8.267151,206.2227022,1215.75,206.3138191,15,206.8818582,21.96078
206.6228177,10.15264,206.7128259,1304,206.7938219,8,207.3768555,28.23529
207.0738563,11.74806,207.1688261,1403.5,207.2728297,-1.5,207.8408662,47.84314
207.5688852,14.2137,207.6517973,1516.75,207.742857,-5,208.3129216,51.37255
208.0358607,14.2137,208.1319007,1652.25,208.2255557,-5,208.8228481,51.37255
208.5109247,14.2137,208.6308656,1782.5,208.723933,-1.5,209.3939658,51.76471
209.1208792,14.06866,209.2228825,1933.5,209.3088831,0.5,209.9120036,51.37255
209.6310093,14.06866,209.7250322,2079.25,209.826577,1.5,210.517053,46.66667
210.2270228,14.2137,210.3080148,2245,210.4030711,2.5,211.1160537,37.2549
210.8229379,14.06866,210.9070155,2451.25,211.0020221,5,211.7070809,16.07843
211.3990907,12.32821,211.5061128,2588.5,211.6031067,31,212.230099,13.33333
211.9121156,3.770981,212.0281121,2578.25,212.1221342,15.5,212.8261732,13.33333
212.5161463,2.755717,212.6230555,2528.25,212.7321649,22.5,213.3081517,13.33333
213.0230514,2.465641,213.1090579,2450,213.2032793,22.5,213.8041953,13.33333
213.5121625,2.465641,213.6261487,2385.75,213.7101792,22.5,214.3181381,18.43137
214.0002685,2.465641,214.1233138,2320.5,214.2305216,37,214.9342646,56.47059
214.6592294,8.702264,214.7542411,2404.5,214.8431391,4.5,215.4241662,13.33333
215.1132385,14.2137,215.1982818,2565,215.3072372,11.5,215.9272654,13.33333
215.6231778,4.206094,215.7062785,2569,215.8012723,9.5,216.5273517,36.07843
216.2412701,2.610679,216.334317,2573.75,216.4313809,23.5,217.0285595,13.33333
216.7373702,14.2137,216.8273426,2577.75,216.9073286,17,217.5283611,24.31373
217.2272512,3.480906,217.320405,2745.5,217.4242731,22.5,218.0333817,13.33333
217.7203615,14.2137,217.8254022,2732.5,217.9293821,22.5,218.6284201,13.33333
218.3424206,3.335868,218.4443287,2871,218.5313573,9,219.136596,13.33333
218.8294509,3.770981,218.9254496,2748,219.0233833,22.5,219.7105385,13.33333
219.4425922,2.610679,219.5345044,2586.75,219.6244766,22.5,220.197515,13.33333
219.9074889,2.465641,220.0018349,2283.5,220.1175061,22.5,220.7365361,13.33333
220.4235253,2.465641,220.5275369,1911.5,220.6244372,22.5,221.3195891,13.33333
221.0226494,3.045793,221.1095343,1562.75,221.1965013,22.5,221.8015997,13.33333
221.5077772,3.335868,221.600556,1450.25,221.7085805,22.5,222.3076583,13.33333
222.0266631,3.335868,222.1115967,1405.5,222.222557,22.5,222.9106172,13.33333
222.6237161,3.625943,222.7316516,1340,222.8266075,18.5,223.5096489,13.33333
223.1996946,4.061057,223.3066626,1122.25,223.4255621,15.5,224.1236823,20.78431
223.8006476,4.931283,223.9116746,996.75,224.022717,22,224.7557321,56.07843
224.4763399,14.35874,224.569739,1033.5,224.6737446,-8.5,225.306731,62.7451
225.0327153,14.35874,225.1277243,1247.75,225.2226631,-6,225.8266853,62.7451
225.5167858,14.35874,225.6307521,1404,225.7257833,-5,226.4227332,62.7451
226.1168277,14.35874,226.2227871,1566.75,226.3158525,-4.5,226.9978315,62.7451
226.7158097,14.2137,226.8227341,1724.25,226.9118183,-1.5,227.4538317,62.7451
227.1968375,14.06866,227.2828139,1864.75,227.3708365,1,227.908865,54.11765
227.6368334,14.06866,227.7198431,2058.75,227.8238872,2,228.4258314,17.2549
228.1278837,14.2137,228.2328909,2192.5,228.3168713,6,229.025093,13.33333
228.7209391,3.625943,228.8308813,2179.5,228.9178668,22.5,229.7330162,13.33333
229.3973743,3.045793,229.5569176,1524,229.6438766,22.5,230.2740599,13.33333
229.9968754,3.770981,230.0829739,1347.75,230.1790306,5,230.7160186,13.33333
230.4369017,3.480906,230.5240472,1544.75,230.6229192,5,231.2280876,13.33333
230.923014,3.19083,231.0239459,1808.25,231.1179409,5,231.72207,13.33333
231.422976,2.610679,231.5070813,2162.5,231.5990481,5,232.1781178,16.47059
231.9120849,2.465641,231.9951072,2674.25,232.0830842,33,232.6321896,17.64706
232.3711277,3.625943,232.4571329,2724.25,232.5511476,50.5,233.1171531,21.56863
232.7991547,5.221359,232.9081405,2856.5,233.0031492,40,233.6227943,43.13726
233.3141458,8.847302,233.4291471,3105,233.5183508,18,234.5262637,15.29412
234.073813,13.92362,234.165181,3973.5,234.4320787,25,235.1172549,21.17647
234.8271918,2.030528,234.9310116,3914.5,235.0242564,37,235.5942696,50.19608
235.3082732,11.16791,235.40227,4179.25,235.5092686,14,236.1133215,13.33333
235.7972906,6.671736,235.9102987,4173.5,236.0043126,22.5,236.6302802,30.58824
236.3763826,2.175566,236.4543459,4133.5,236.5524043,-1.5,237.117461,50.19608
236.8293937,13.92362,236.9213964,4446.25,237.0232718,17.5,237.5613719,13.33333
237.3123708,2.900755,237.3893751,4342.25,237.4743854,8.5,237.9963073,37.64706
237.7233035,1.885491,237.8232892,4367.25,237.9093226,23,238.456457,18.43137
238.1944945,14.06866,238.2824339,4645.75,238.3684313,17,238.907486,13.33333
238.6415627,2.175566,238.727567,4505.5,238.8234124,5,239.422527,57.64706
239.1214992,2.465641,239.2264972,4517.5,239.3215659,-6,240.0015854,13.33333
239.7135751,5.656472,239.7975434,4426.25,239.9065501,22.5,240.501603,13.33333
240.2001269,1.885491,240.305633,4388.5,240.3985999,22.5,240.9595696,13.33333
240.6826041,1.885491,240.7765941,4257.5,240.8736312,22.5,241.399653,13.33333
241.1296782,1.740453,241.2502575,3844.25,241.3275721,22.5,241.8807204,13.33333
241.6006667,1.740453,241.7087418,3333.5,241.7946887,22.5,242.3717984,13.33333
242.0787332,2.175566,242.1807525,2817,242.2768067,22.5,242.8226742,13.33333
242.5509552,2.320604,242.6347943,2384.25,242.7287945,22.5,243.2818068,19.60784
243.001807,2.465641,243.1119386,2320.75,243.1957786,17.5,243.7420122,25.09804
243.4758143,7.396924,243.5708232,2337.75,243.6538103,4.5,244.4228761,26.66667
244.1329178,10.0076,244.2298977,2701.25,244.3239047,16.5,244.8536306,33.33333
244.596812,12.90836,244.6809385,3064.75,244.7759072,17.5,245.3088641,52.54902
245.0279267,12.76332,245.1178455,3476,245.222859,19,245.757993,58.43137
245.481995,14.35874,245.576979,3946.25,245.6749931,9,246.2309969,42.7451
245.9370189,14.2137,246.0320192,4482.5,246.1260391,20,246.7019563,20.39216
246.3989558,12.90836,246.5070531,5027,246.5970883,37,247.1960754,17.64706
246.9060856,3.045793,247.022995,5117.25,247.1089898,52.5,247.7131114,27.84314
247.4271166,3.770981,247.5101148,5026.75,247.6041159,44,248.3181791,20
248.0021568,3.625943,248.1061531,5017.75,248.2012401,52.5,248.8743368,23.92157
248.6012263,4.061057,248.7020994,4979.5,248.7881095,47.5,249.3253048,41.56863
249.0421225,7.106849,249.1362471,5268,249.2312555,32,249.8231436,13.33333
249.5112684,13.63355,249.6311903,5631.5,249.7242157,22.5,250.2832425,13.33333
250.0241499,2.175566,250.1092267,5648,250.1941597,22.5,250.7302653,13.33333
250.4542515,1.885491,250.5502358,5305.5,250.6352416,22.5,251.2421913,13.33333
250.9222674,1.740453,251.053267,4889.5,251.1522779,22.5,251.8303292,13.33333
251.5223137,1.740453,251.6262296,4177.25,251.7323346,22.5,252.28137,13.33333
252.0324065,1.595415,252.1213841,3309.75,252.19662,22.5,252.7103697,13.33333
252.4442772,2.175566,252.5374206,2740.25,252.6273528,22.5,253.1243481,13.33333
252.8593625,2.320604,252.9333366,2244.5,253.0313552,22.5,253.8233249,13.33333
253.5583624,3.045793,253.6363733,1541,253.7214133,22.5,254.230412,13.33333
254.0014169,3.480906,254.0984722,1268.75,254.1643112,22.5,254.7054262,13.33333
254.4334466,4.206094,254.5013258,1219,254.5975017,14.5,255.1134371,13.33333
254.8597551,4.206094,254.943476,1155,255.0304219,9.5,255.5575899,13.33333
255.3114563,4.351132,255.3954809,1092.75,255.4824772,8.5,255.9805016,13.33333
255.7214219,4.641208,255.8227184,1076,255.9075198,8.5,256.3985074,13.33333
256.1555294,4.641208,256.233761,1085,256.3068549,8.5,256.8295225,13.33333
256.5805026,4.641208,256.6565555,1077,256.7345074,6,257.2915427,13.33333
257.0304433,4.786245,257.104527,1054.5,257.1985874,4,257.7075459,13.33333
257.4445706,4.786245,257.5376678,1018.25,257.6226172,3,258.1145701,13.33333
257.8555781,4.931283,257.9466249,998,258.0315707,1.5,258.5566664,13.33333
258.3086521,5.076321,258.3965874,960.5,258.4826133,1,258.9676024,13.33333
258.7226164,5.076321,258.7976071,940.5,258.8906502,0,259.3996635,15.29412
259.1296772,5.511434,259.2316734,844.5,259.3256797,16.5,259.8309223,15.29412
259.5796342,7.251887,259.6726636,1071.75,259.7567083,25.5,260.3216908,15.29412
260.0306691,6.816774,260.1247053,1177.25,260.2255886,30,260.7387295,15.29412
260.4977067,6.671736,260.5817189,1232.75,260.6557224,30,261.1818164,15.29412
260.9165162,6.526698,261.0226476,1273.75,261.1067898,30.5,261.6246921,15.68627
261.3697778,6.671736,261.4447317,1302.75,261.5307653,30.5,262.0758604,15.29412
261.784991,6.526698,261.8598149,1341.5,261.9558101,30.5,262.6268033,13.33333
262.3952717,5.511434,262.4818776,1193.25,262.5568418,22.5,263.074839,13.33333
262.8248264,5.656472,262.9058463,1291,262.991891,7,263.4818545,13.33333
263.2353526,4.49617,263.3188319,1353.5,263.395862,13,263.9049472,13.33333
263.6305416,4.061057,263.7228952,1259.75,263.8257973,12,264.341922,13.33333
264.1029087,4.206094,264.1810423,1122.25,264.2589132,6,264.756923,18.82353
264.5179619,4.641208,264.5919628,1049.75,264.6708877,26.5,265.1628735,22.35294
264.9069301,10.87783,265.0000185,1479.5,265.0919906,6.5,265.5809926,21.96078
265.3028881,11.31294,265.3960981,2179,265.5070191,17,265.9909551,18.43137
265.7450367,10.0076,265.8300164,2387,265.9130268,26.5,266.3881886,18.03922
266.1400631,6.671736,266.2230573,2068,266.313073,33.5,266.8270582,18.03922
266.5710609,7.687,266.642949,1444.75,266.7332392,24.5,267.2602135,21.96078
267.0229855,7.541962,267.1090704,1646.5,267.1830577,24.5,267.6811325,21.96078
267.4320848,9.717528,267.5211125,1886.5,267.5951194,23.5,268.0971883,20.78431
267.8450337,8.99234,267.9481351,2121.75,268.0231189,27,268.5221787,19.60784
268.2460979,7.396924,268.3331584,2283,268.4281677,37.5,268.9092031,25.4902
268.6731799,6.38166,268.756225,2427,268.8348757,39.5,269.3472313,55.29412
269.0931113,14.06866,269.1872403,2819.75,269.2562212,11.5,269.7952039,57.64706
269.5182052,14.50377,269.6311796,3264,269.706299,18,270.2252372,46.66667
269.9702301,14.35874,270.0513522,3813,270.1302168,17.5,270.6322429,13.33333
270.3942137,8.122113,270.4711783,4119.25,270.5563253,22.5,271.2972959,13.33333
271.0303092,2.030528,271.1183193,4059.75,271.2232089,5,271.7023649,13.33333
271.4743452,1.740453,271.5493244,3941.5,271.6243172,17.5,272.0943662,13.33333
271.8573207,1.740453,271.943395,3755.5,272.0273434,22.5,272.5093993,13.33333
272.277371,1.740453,272.3734068,3474.75,272.4365296,22.5,272.9183862,13.33333
272.6573483,1.885491,272.7443721,3151.25,272.8293795,22.5,273.3814095,13.33333
273.1253681,2.320604,273.2303903,2735,273.3063918,22.5,273.7814442,13.33333
273.5273105,2.320604,273.6253403,2356.5,273.7095728,22.5,274.1984808,13.33333
273.956443,2.465641,274.0301091,1975,274.115469,22.5,274.6284738,13.33333
274.3844488,2.900755,274.4574485,1619.75,274.545545,22.5,275.0375539,13.33333
274.7954973,3.335868,274.8795048,1255.25,274.9735124,22.5,275.4995199,13.33333
275.2304528,4.206094,275.3245425,1047.5,275.3996756,22.5,275.9555242,13.33333
275.7125198,5.221359,275.792523,1028.25,275.8805604,8,276.3125424,13.33333
276.1074561,4.931283,276.1765165,1051.5,276.2394469,8.5,276.7186071,13.33333
276.4555383,4.786245,276.5455638,1073.5,276.6306629,7.5,277.1566156,13.33333
276.8905716,4.641208,276.9795732,1081.75,277.0747621,7.5,277.5566007,13.33333
277.3196117,4.641208,277.3926114,1077.75,277.4816515,7.5,277.9956819,13.33333
277.7196559,4.49617,277.8087181,1074,277.9056641,7.5,278.4306565,13.33333
278.1777289,4.641208,278.2566666,1069.75,278.3607575,10.5,278.8446231,13.33333
278.5926716,4.641208,278.6786977,1057.5,278.7706932,7.5,279.3806924,13.33333
279.0257252,4.786245,279.1777631,1050.25,279.2871929,3,279.8808048,13.33333
279.6327807,4.931283,279.7077705,1022.25,279.7927667,3.5,280.3348635,13.33333
280.0778246,4.931283,280.1718176,996.25,280.2447697,3.5,280.731081,13.33333
280.5239112,5.076321,280.5897656,961.5,280.6568663,0.5,281.2248528,13.33333
280.9028741,5.076321,281.0257937,933.5,281.1298914,-1,281.7619144,13.33333
281.4559123,5.221359,281.5629169,902.25,281.6569073,-1.5,282.3699914,13.33333
282.0509887,5.221359,282.1538632,851.75,282.2655874,-1,283.0229381,13.33333
282.7000243,5.366396,282.8000287,864,282.9180713,0,283.5460917,13.33333
283.222964,5.366396,283.3271028,854.75,283.4320646,2,284.148046,13.33333
283.8321051,5.366396,283.9461553,864,284.0430364,1,284.7491664,13.33333
284.4562433,5.221359,284.5630905,854.25,284.6511852,0.5,285.3681162,13.33333
285.0531762,5.221359,285.1681015,846.25,285.2762182,1,285.8763274,13.33333
285.577233,5.221359,285.6732227,849,285.7782452,1,286.49136,13.33333
286.1855606,5.221359,286.2901982,850.25,286.3933019,0,287.1284004,13.33333
286.8232519,5.221359,286.9153655,840.25,287.0232726,2,287.7324233,13.33333
287.4273903,5.221359,287.5314778,850.5,287.6385945,2.5,288.2506653,13.33333
287.9383253,5.076321,288.0324321,836,288.1464325,3.5,288.8474674,13.33333
288.5414414,5.221359,288.6504338,843.25,288.7433663,2.5,289.5321395,13.33333
289.0802794,5.076321,289.2498253,832.25,289.3871547,1.5,290.1509783,13.33333
289.8354203,5.076321,289.934251,835,290.0405317,3.5,290.7506084,13.33333
290.442834,5.076321,290.5484662,831,290.6455211,4,291.3694746,13.33333
291.0756155,5.076321,291.1684822,826.75,291.2616157,5.5,291.9885992,13.33333
291.6736161,5.076321,291.7885922,820.25,291.884576,3,292.4746381,13.33333
292.1846439,5.076321,292.2895858,819.25,292.3757843,3.5,293.0006471,13.33333
292.674634,5.076321,292.7866469,814.25,292.8926941,6.5,293.6296519,13.33333
293.3266722,5.076321,293.4296928,830.5,293.5366014,4,294.2377081,13.33333
293.9615992,4.931283,294.049719,820.75,294.1437345,5.5,294.8928061,13.33333
294.5677657,4.931283,294.6757555,817.25,294.7867847,4,295.4247211,13.33333
295.0997387,4.931283,295.1966541,827,295.3027577,5.5,296.0287669,13.33333
295.7316777,4.931283,295.8266761,814,295.9156693,5.5,296.6257195,13.33333
296.3307099,4.931283,296.4318588,812.25,296.5377152,7.5,297.1628449,14.90196
296.8288335,4.931283,296.9428207,818.5,297.0568773,16.5,297.7669018,20
297.4498468,8.122113,297.554811,1307.5,297.6588017,16,298.4508766,20
298.0928739,8.122113,298.2463821,2102,298.3427862,30,299.0788572,19.60784
298.743029,8.267151,298.8568838,2039.75,298.9738547,26.5,299.7277185,21.17647
299.4008803,8.412189,299.5048555,1856.75,299.6294333,24,300.3918552,23.52941
300.1208479,10.15264,300.2247802,1913,300.3108591,19,300.8728555,25.88235
300.5748976,10.15264,300.67786,2242.75,300.7818513,20,301.3658644,26.27451
301.0819126,10.58776,301.170886,2645.5,301.2718853,24.5,301.8467295,13.33333
301.547888,10.15264,301.6447541,2992.75,301.7508258,27.5,302.3308194,14.11765
302.0318146,3.480906,302.1219864,2846,302.2358266,22.5,302.8228139,28.23529
302.5197964,3.916019,302.6270254,2340.75,302.7378334,35,303.2538427,34.11765
302.9958269,13.34347,303.0818057,2267,303.1758815,7,303.7308415,34.5098
303.4508056,13.92362,303.5548201,2062,303.6447045,6,304.2317884,64.31373
303.9237986,14.06866,304.0318436,2234,304.1187804,6.5,304.8227112,24.70588
304.5228219,14.06866,304.6278073,2408.25,304.7218001,7.5,305.3218576,13.33333
304.9978242,5.656472,305.1128124,2500.5,305.2278237,15,305.8227249,13.33333
305.5147488,2.755717,305.6227083,2469,305.7158312,22.5,306.3767637,26.66667
306.1118022,2.610679,306.1937701,2441.25,306.2807505,45.5,306.8747561,52.94118
306.5727437,13.92362,306.6767394,2466,306.7816863,6.5,307.3677334,13.33333
307.107752,13.19843,307.1947546,2649.5,307.2797497,22.5,307.8377805,13.33333
307.5506903,3.045793,307.6396612,2652.75,307.7437603,22.5,308.3245058,48.23529
308.0226842,4.641208,308.1158345,2720,308.2028072,5.5,308.821671,16.07843
308.5238088,14.2137,308.6297673,2778.5,308.7237517,10.5,309.3237582,13.33333
309.0217798,4.351132,309.1259821,2830.5,309.2297901,5,310.0717903,52.94118
309.6778472,6.816774,309.7767759,2917.25,309.8777892,11,310.5697869,13.33333
310.2801436,14.2137,310.3857951,3095,310.4757923,22.5,311.0408394,13.33333
310.7538061,2.900755,310.8508571,3083,310.9478337,22.5,311.5208884,48.62745
311.2237714,6.526698,311.3197557,3128.75,311.4258947,9,312.0247301,13.33333
311.7169348,13.77859,311.8249455,3203.75,311.9188417,22.5,312.6268469,43.92157
312.3288599,2.610679,312.4257698,3166,312.523849,47,313.1099849,13.33333
312.8048593,14.2137,312.9139436,3263.5,313.0219226,17.5,313.5780828,13.33333
313.3138994,2.900755,313.3938993,3338,313.481924,21,314.054912,30.98039
313.7729153,2.320604,313.8698278,3224,313.9658189,51.5,314.535931,16.07843
314.243843,13.77859,314.3298283,3252.25,314.4289306,17,315.031097,13.33333
314.7098519,3.625943,314.8238591,3334.25,314.9169666,17.5,315.5037167,13.33333
