; Unit System: English
; Time: seconds
; Intake manifold absolute pressure: PSI
; Engine RPM: RPM
; Ignition timing advance for #1 cylinder: 
; Absolute throttle position: %
;
Time,Intake manifold absolute pressure,Time,Engine RPM,Time,Ignition timing advance for #1 cylinder,Time,Absolute throttle position
315.2249707,2.320604,315.3190166,3252.25,315.4247536,21.5,315.9860026,13.33333
315.7050641,2.030528,315.7959108,3191.5,315.8799808,22.5,316.4249118,13.33333
316.1659833,2.030528,316.2529755,3146.25,316.3399068,22.5,316.9100001,13.33333
316.6320197,2.030528,316.7260023,3064,316.8219216,22.5,317.3920166,13.33333
317.1060542,2.030528,317.2020813,3016.5,317.3100697,22.5,317.8822245,13.33333
317.594027,2.175566,317.6810542,2968.75,317.7760274,22.5,318.3420676,13.33333
318.0570394,2.320604,318.1521281,2909.75,318.2450671,22.5,318.8251397,13.33333
318.5160765,2.320604,318.6220122,2378,318.7090607,22.5,319.3163173,13.33333
319.0231639,2.610679,319.117192,1801.25,319.2251116,22.5,320.026344,13.33333
319.7352995,3.480906,319.8283095,1255.75,319.9213246,22.5,320.6264661,13.33333
320.3214104,4.206094,320.4224608,1188.5,320.5295069,8,321.2224971,13.33333
320.922584,4.351132,321.0304942,1125.5,321.1245335,9.5,321.721165,13.33333
321.422578,4.49617,321.5156359,1074,321.6225614,10.5,322.2307454,13.33333
321.9167398,4.641208,322.031757,1063.5,322.1208152,7.5,322.8261184,13.33333
322.5312009,4.641208,322.6268084,1088.75,322.7198243,7.5,323.4299537,13.33333
323.147931,4.49617,323.2349085,1091,323.3289255,8,323.9119564,13.33333
323.6309868,4.49617,323.720069,1101,323.8251816,8,324.4041547,13.33333
324.1111039,4.49617,324.2330597,1080.75,324.3201912,7,324.9082031,13.33333
324.6312307,4.641208,324.7261853,1074.75,324.8244005,8.5,325.5243428,13.33333
325.2282831,4.49617,325.320293,1088.25,325.4273109,7,326.0233547,13.33333
325.7283858,4.49617,325.8225149,1081.25,325.9154308,8.5,326.4806791,13.33333
326.2004051,4.641208,326.3115125,1082.25,326.3945195,9,326.9425936,13.33333
326.6756182,4.641208,326.7697028,1068.25,326.8535593,10,327.3956539,13.33333
327.124625,4.641208,327.2227229,1082.5,327.3096363,7,327.8797442,13.33333
327.5996969,4.641208,327.7047222,1098.75,327.7917537,6.5,328.3558332,13.33333
328.0757792,4.49617,328.1697885,1087.5,328.2668298,6.5,328.7949104,13.33333
328.5258759,4.786245,328.6318113,1065.5,328.7208587,6,329.3768555,13.33333
328.9957932,4.786245,329.0849595,1041.25,329.2798688,7,329.9299383,13.72549
329.6529217,5.076321,329.7569667,922.75,329.8429243,20.5,330.3939574,16.07843
330.1089417,5.946547,330.2019609,902.25,330.309928,17.5,330.8468644,16.07843
330.5769471,6.816774,330.6793025,1005.75,330.773977,23,331.3199862,18.43137
331.0309593,6.671736,331.12497,1143.75,331.2268831,29,331.8279892,18.82353
331.5190059,8.267151,331.6255392,1354,331.7289965,23.5,332.3950609,16.86275
332.1210161,6.526698,332.2259533,1591,332.3119374,33,332.9100905,16.86275
332.6230166,5.221359,332.7071726,1718.5,332.801108,36,333.4311372,16.47059
333.1750925,4.641208,333.251441,1768.5,333.3360778,37.5,333.9210906,20.39216
333.6257531,5.366396,333.7171059,1906.25,333.8271013,33,334.3701096,40.39216
334.1100195,11.60302,334.1970276,2166.25,334.2811186,7.5,334.8230782,30.98039
334.5551634,13.92362,334.6451706,2455.75,334.7391608,11.5,335.2802093,49.80392
335.0011764,12.47325,335.1062077,2940,335.1921721,14.5,335.7201829,53.33333
335.4494059,13.92362,335.5352018,3470,335.6322698,19,336.1751199,13.33333
335.907188,14.2137,335.9943321,3863.5,336.0921503,16,336.702259,13.33333
336.4022474,2.320604,336.5072479,4060.75,336.5952551,22.5,337.2451775,13.33333
336.9763637,2.030528,337.0763401,3705,337.1713217,22.5,337.7012436,13.33333
337.4273357,1.740453,337.517206,3528.5,337.6232005,22.5,338.1473097,13.33333
337.9043001,1.885491,337.987285,3376.25,338.0722897,22.5,338.7123977,13.33333
338.326325,1.885491,338.4243134,3247.75,338.5060488,22.5,339.2813961,13.33333
339.0373104,2.030528,339.1102665,3036.25,339.1963587,22.5,339.7234277,13.33333
339.4553718,2.175566,339.55337,2898.25,339.6332927,22.5,340.2265599,16.07843
339.9154309,2.320604,340.0044975,2775.75,340.1184915,43.5,340.7744589,17.2549
340.5094689,3.770981,340.594449,2760.5,340.6795797,51,341.2788803,19.60784
340.9704485,4.641208,341.0724544,2761.25,341.1754877,29.5,341.8324782,20
341.5524709,5.801509,341.6465084,2833.25,341.7496076,25,342.3045306,19.60784
342.0264121,5.801509,342.1305036,2923.25,342.2255171,33.5,342.7495494,18.03922
342.4875696,5.656472,342.5705215,2989.25,342.6545213,44,343.2237609,15.29412
342.9266226,4.786245,343.0236892,3048,343.1315746,50.5,343.7076406,13.33333
343.4296025,3.045793,343.5236289,2899.5,343.6046304,5,344.1916837,13.33333
343.9067551,2.755717,343.9966112,2833.5,344.1126857,22.5,344.6266203,13.33333
344.366632,2.465641,344.4455744,2720,344.529617,22.5,345.055645,13.33333
344.7956302,2.465641,344.8896335,2598,344.9726521,22.5,345.5277855,13.33333
345.2366524,2.320604,345.3197557,2469.75,345.4282826,22.5,346.025626,13.33333
345.7177356,2.320604,345.8316895,2329.5,345.9167209,22.5,346.5197478,13.33333
346.226666,2.320604,346.3327207,2185.5,346.4267206,22.5,346.9487366,13.72549
346.7096492,2.320604,346.7927713,2065.75,346.8756573,22.5,347.4257035,14.90196
347.1257816,2.610679,347.2286994,1964.75,347.3187676,43.5,347.8997345,14.90196
347.6267418,3.480906,347.7137262,1905.5,347.803845,42.5,348.3708014,14.90196
348.1018447,3.770981,348.1857846,1897.75,348.2738794,41.5,348.8257673,13.33333
348.5438482,3.480906,348.6309817,1852.75,348.7188492,22.5,349.3597856,13.33333
348.9938811,3.045793,349.0870309,1786,349.1889284,22.5,349.8799646,13.33333
349.6308902,3.045793,349.7058841,1694.25,349.7928858,22.5,350.3049347,13.33333
350.0297497,3.045793,350.1089028,1641.25,350.1981064,22.5,350.7199441,13.33333
350.4839434,3.045793,350.5609425,1595.75,350.6268602,22.5,351.1669975,15.68627
350.9169932,3.335868,350.9909922,1571.5,351.0790094,34,351.5669306,15.68627
351.3110691,4.351132,351.3920126,1565.5,351.4800366,39,351.9970214,15.68627
351.7320426,4.49617,351.827041,1623,351.9220514,38,352.431043,13.33333
352.1950696,3.770981,352.2710516,1624.75,352.3460369,22.5,352.8800681,13.33333
352.6300612,3.19083,352.7182435,1404.75,352.7960595,22.5,353.2947849,13.33333
353.0449954,3.770981,353.1169875,1228.25,353.2240066,22.5,353.6571325,13.33333
353.4370567,4.061057,353.5100934,1203.25,353.5840993,15.5,354.1211578,13.33333
353.8588172,4.206094,353.9471706,1113.5,354.0310577,8.5,354.5441981,13.33333
354.3041546,4.49617,354.387152,1060.5,354.4551655,11,354.9973738,13.33333
354.7150895,4.641208,354.7911493,1089.5,354.885211,6,355.4241344,13.33333
355.16513,4.641208,355.2391342,1066.5,355.3192386,5.5,355.8552218,13.33333
355.5822113,4.786245,355.6691284,1033.5,355.7552216,4.5,356.3046405,13.33333
356.0302399,4.786245,356.124281,1013.5,356.2042784,2.5,356.7661893,13.33333
356.5092679,4.931283,356.591261,971,356.6792568,0,357.5253408,13.72549
357.2293488,5.221359,357.3212933,900.5,357.4302782,8,357.9963678,14.11765
357.7166396,6.671736,357.8242626,711,357.9057501,22.5,358.4743795,14.11765
358.1963802,8.412189,358.2823879,969.5,358.3783641,6.5,358.9214247,15.68627
358.655379,6.816774,358.742409,984.25,358.8264005,22.5,359.4268247,17.64706
359.1174508,6.671736,359.2263468,1120.75,359.3244642,28,360.0324567,18.03922
359.7364432,7.541962,359.8314639,1367.25,359.9174614,29,360.5064842,19.60784
360.2304974,7.396924,360.3149569,1549.5,360.4237434,31,360.9816136,20
360.7094822,7.832038,360.7954806,1774,360.8785106,29,361.466536,20
361.173543,7.396924,361.2785228,1998.25,361.3755196,34,361.9175923,20
361.6446449,6.816774,361.7355715,2194.5,361.830599,36.5,362.4236707,20
362.1265895,6.526698,362.2235983,2372,362.3146044,39,363.0306535,20
362.7246509,6.38166,362.8305614,2553.25,362.9236163,42,363.5736544,18.43137
363.3096685,6.236623,363.3916472,2745.25,363.479649,42.5,364.0256722,15.29412
363.7596573,4.931283,363.8365752,2810.25,363.9206856,52,364.5015937,15.29412
364.2256009,3.916019,364.31869,2821.25,364.4238563,52.5,364.9737495,16.07843
364.70872,3.770981,364.7937381,2789.25,364.8797245,52,365.4037731,16.86275
365.1237417,4.061057,365.22676,2779,365.3248116,51.5,365.8758066,17.64706
365.5968163,4.641208,365.6818044,2788.25,365.7758166,49.5,366.3218081,17.64706
366.0517161,4.931283,366.1437967,2814.75,366.2308054,49,366.7918193,17.64706
366.5064936,4.931283,366.5979207,2857,366.7108954,49,367.2447593,17.64706
366.9788265,4.931283,367.0758268,2892.5,367.1667542,49,367.7239118,18.03922
367.4238683,4.931283,367.5339123,2944.25,367.6298825,49.5,368.198953,17.64706
367.9208935,4.786245,368.0258322,2989,368.1039443,51,368.689936,17.64706
368.3959227,4.641208,368.4959135,3043,368.5909175,51.5,369.1319707,18.03922
368.8739498,4.641208,368.9549322,3099.75,369.0348624,51.5,369.6050161,18.03922
369.3099947,4.49617,369.4039883,3132.75,369.5110156,51.5,370.0419728,17.64706
369.7790023,4.49617,369.8750439,3190,369.9619503,51.5,370.5050386,18.03922
370.2250465,4.351132,370.3068355,3238,370.4000413,51.5,371.0270042,18.03922
370.7149621,4.351132,370.833004,3295.5,370.9241815,51.5,371.6240223,18.03922
371.3230941,4.206094,371.4291136,3334.5,371.5170926,51.5,372.0781393,18.03922
371.8240415,4.206094,371.911154,3363.75,371.9841105,51.5,372.5101712,18.03922
372.2490605,4.206094,372.3291669,3363.75,372.4261623,51.5,372.9182285,18.03922
372.6813525,4.206094,372.7561628,3393.5,372.8325155,51.5,373.320254,18.03922
373.0802334,4.206094,373.1542105,3388,373.2293476,51.5,373.758239,18.03922
373.5092747,4.206094,373.596217,3397.5,373.6842473,51.5,374.1771741,18.43137
373.9202337,4.351132,374.0241659,3401.5,374.1112501,51.5,374.5963102,18.43137
374.3562913,4.351132,374.4394799,3390.75,374.5132602,51.5,375.0262942,18.82353
374.770264,4.49617,374.8442146,3389.75,374.9302937,51.5,375.4355482,18.82353
375.1933428,4.641208,375.2813672,3380.75,375.3653222,51.5,376.1303796,18.82353
375.8763468,4.641208,375.9723867,3398.75,376.0442782,51.5,376.6284347,18.82353
376.3173977,4.641208,376.4314233,3406.25,376.5253964,51.5,377.0314354,18.82353
376.7898135,4.641208,376.8763742,3408,376.9594062,51.5,377.4984311,18.43137
377.2325231,4.641208,377.3184199,3406.5,377.4255438,51.5,377.9064559,16.86275
377.658744,4.061057,377.7334508,3390.25,377.8236001,51.5,378.31752,16.47059
378.0804678,3.625943,378.1684768,3360.5,378.2446054,51.5,378.7095334,16.86275
378.4886371,3.625943,378.5615243,3314,378.6345267,51.5,379.1035517,16.47059
378.8556683,3.770981,378.9436871,3279.75,379.0265895,51.5,379.5195684,16.86275
379.274555,3.770981,379.3545481,3268.5,379.4389022,51.5,379.9915789,16.47059
379.7145224,3.770981,379.832556,3261,379.9185996,51.5,380.3946425,16.86275
380.1656113,3.770981,380.247624,3236.75,380.3115605,51.5,380.7796667,18.82353
380.5646108,4.206094,380.6355593,3262.75,380.7056266,51.5,381.1946869,19.21569
380.9396408,4.786245,381.0326802,3285.75,381.1206844,50.5,381.5926675,20
381.3726586,5.076321,381.4365754,3365.25,381.509659,44,381.9917371,21.17647
381.7566742,5.366396,381.8326954,3440.25,381.9056713,43,382.3946999,21.17647
382.1506753,5.511434,382.2357086,3521.5,382.3216872,42.5,382.8270196,21.17647
382.5937351,5.221359,382.6797445,3619.75,382.7547246,42,383.2300841,20.78431
382.9957714,5.076321,383.0807362,3688.75,383.1548678,41,383.636691,21.17647
383.3947828,4.931283,383.4787811,3799.75,383.5727691,40,384.1050059,20.78431
383.8237381,4.786245,383.8968141,3852.25,383.9688079,41.5,384.6608598,21.17647
384.4350082,4.641208,384.5098173,3937.25,384.5948352,44,385.0838398,21.17647
384.8287518,4.641208,384.9218425,3958.5,384.9958501,44,385.5047745,20.78431
385.2548671,4.641208,385.3287745,4011.75,385.4318961,45,385.9168921,20.78431
385.6818788,4.49617,385.7558949,4070.5,385.8314662,45.5,386.3945681,20.78431
386.1139992,4.49617,386.2366744,4127,386.3200969,47,386.7939337,20.78431
386.5646287,4.351132,386.6289852,4221,386.7189903,47,387.2261345,20.78431
386.9579618,4.351132,387.0315733,4261,387.1269993,47.5,387.6290143,20.78431
387.3759144,4.351132,387.4549733,4315.25,387.5359014,47.5,388.0359223,20.39216
387.7920355,4.206094,387.8800235,4356.5,387.9690106,47.5,388.4369526,20.39216
388.2040565,4.206094,388.2960274,4432.25,388.371005,47.5,388.8290264,20.78431
388.5840771,4.206094,388.6570145,4472.75,388.7430341,48,389.2358796,20.39216
388.9869876,4.061057,389.0720432,4506.75,389.1551988,47.5,389.6330938,20.78431
389.4041045,4.061057,389.4859949,4579,389.5591042,47.5,390.0321352,20.39216
389.7920987,4.061057,389.8801372,4595.75,389.9561336,48,390.4287591,20.39216
390.1961641,3.916019,390.2691118,4603.25,390.354412,48.5,390.8349383,20.39216
390.5948993,3.916019,390.6791387,4637,390.7560616,48.5,391.2321893,20
390.9931639,3.770981,391.082252,4580,391.1562014,50,391.6451299,20
391.3922104,3.770981,391.4762087,4580.75,391.5702096,50,392.1222635,20
391.8272308,3.770981,391.9202719,4596.75,392.0272404,49,392.6439297,20
392.32928,3.770981,392.4251731,4599.75,392.544223,49.5,393.1993087,20
392.9243173,3.916019,393.0313097,4623,393.1242618,49.5,393.6242109,20
393.389201,3.770981,393.4642308,4638.75,393.5493,49.5,394.0382439,20
393.7953024,3.770981,393.8803185,4687.75,393.9733228,49.5,394.4513573,20
394.204355,3.916019,394.3083602,4658.25,394.3823421,49.5,394.8744057,20
394.6293744,3.770981,394.7022827,4688.75,394.7805246,50,395.3014158,20
395.0282968,3.770981,395.1224748,4686.75,395.1973848,50.5,395.7734031,20
395.5064305,3.770981,395.5954177,4695,395.6794013,49.5,396.2263911,20
395.9425073,3.770981,396.0274371,4762.25,396.1385468,50,396.659455,20
396.4324435,3.770981,396.5064536,4808.25,396.5814415,50,397.0915122,20
396.8305636,3.770981,396.9195259,4733.25,397.0244328,50.5,397.5085195,20
397.2546044,3.770981,397.3475642,4859.25,397.4295179,51,397.9045532,20
397.6546158,3.770981,397.7415636,4703.25,397.8255541,50.5,398.3156015,19.60784
398.0815831,3.770981,398.1715856,4626,398.2456128,50.5,398.7445698,19.60784
398.4935963,3.625943,398.5796314,4831.5,398.6634961,51.5,399.1926168,19.60784
398.9517159,3.770981,399.0286115,4708.75,399.1015266,51,399.6286738,19.60784
399.3796229,3.625943,399.4586229,4638.75,399.5296244,50.5,400.0321326,19.60784
399.7936321,3.625943,399.8786511,4676.75,399.9557084,50.5,400.4297229,13.33333
400.182744,3.625943,400.2567404,4714.25,400.3446175,22.5,400.8236527,13.33333
400.581727,2.320604,400.6567534,4428.25,400.730725,22.5,401.3178005,13.33333
401.0257902,1.595415,401.1386946,3715.75,401.238573,22.5,401.7188016,13.33333
401.4647643,1.885491,401.557787,3071.25,401.6321897,22.5,402.1698505,13.33333
401.9057983,2.320604,401.9928285,2540.5,402.0768363,22.5,402.5848819,13.33333
402.3288582,2.320604,402.4247869,2065.25,402.5089068,22.5,402.993938,13.33333
402.7539071,2.755717,402.8348789,1646.75,402.9049351,22.5,403.4369199,13.33333
403.1949052,3.19083,403.279955,1406,403.3733139,22.5,403.8810088,13.33333
403.6339383,3.770981,403.7079595,1258.25,403.7929614,20.5,404.304984,13.33333
404.0308716,4.206094,404.1200071,1224.75,404.2039893,11,404.7110041,13.33333
404.4800128,4.206094,404.5691132,1159,404.6379367,11.5,405.1450661,13.33333
404.8800378,4.206094,404.9540317,1154.25,405.0510579,11.5,405.5561171,13.33333
405.316099,4.351132,405.3887199,1119.25,405.4660415,7.5,405.9681647,13.33333
405.7131633,4.641208,405.7941445,1036.5,405.8791721,9,406.3961658,16.86275
406.1361693,5.076321,406.2342059,1004,406.3091664,21.5,406.8339345,17.2549
406.5912842,8.267151,406.6801759,917,406.755186,14.5,407.2332452,17.2549
406.9942109,9.137378,407.0812531,1059.25,407.1552127,15.5,407.6972432,17.2549
407.4275475,7.977076,407.5182296,1238,407.6032375,27.5,408.1164364,17.2549
407.8552748,7.106849,407.9422691,1408.5,408.0272855,31,408.5093312,17.2549
408.2743047,6.38166,408.3573048,1512,408.43599,32,408.9103408,17.2549
408.6773348,5.946547,408.7533434,1623.5,408.8364032,34,409.5692339,17.2549
409.1344871,5.656472,409.2684212,1727.5,409.4024186,35,410.1194973,17.64706
409.8781295,5.511434,409.9524494,1920,410.0295435,35.5,410.5554152,18.43137
410.3043921,5.656472,410.3913186,2052,410.480393,37.5,410.9556556,18.82353
410.7046984,5.656472,410.7914298,2132.75,410.8834366,38,411.3756308,18.82353
411.1116368,5.801509,411.2007044,2254.25,411.2964375,39.5,411.8254041,19.21569
411.5406479,5.801509,411.6294512,2375.5,411.7144794,41.5,412.2289627,18.82353
411.9895076,5.801509,412.0686505,2507.25,412.1515145,43,412.6336291,18.82353
412.3895153,5.656472,412.4775179,2632,412.5566316,43.5,413.0815701,19.21569
412.8285341,5.656472,412.9196222,2745.75,412.9904306,43,413.4626205,19.21569
413.2386154,5.656472,413.3014469,2845.5,413.3925923,43.5,413.8555991,19.21569
413.6275444,5.511434,413.7135478,2940.5,413.7845666,44,414.2745837,18.82353
414.0306873,5.511434,414.1205769,3016.5,414.1906522,43.5,414.6785983,19.21569
414.4416086,5.221359,414.511618,3098.75,414.5895914,45.5,415.0826043,19.21569
414.8325983,5.076321,414.9156034,3167.25,414.9946034,46,415.4895718,19.21569
415.228576,4.931283,415.3097009,3233.5,415.4036376,48,415.9005555,19.21569
415.6436077,4.931283,415.7326573,3286.5,415.8266342,49.5,416.3036,19.21569
416.0556342,4.786245,416.1417146,3351.75,416.2246462,51,416.722683,19.21569
416.459689,4.786245,416.5376693,3392.75,416.6286787,51.5,417.1686128,19.21569
416.9007523,4.641208,416.9947121,3445,417.0916958,51.5,417.5907223,19.21569
417.3197061,4.641208,417.4317591,3487.75,417.5036316,51,417.9886693,18.82353
417.7587309,4.49617,417.8317617,3548.5,417.9005974,49.5,418.404766,19.21569
418.1637052,4.49617,418.2269148,3576.75,418.3156821,48.5,418.801557,19.21569
418.5656034,4.351132,418.6395461,3620.25,418.7255511,48,419.1995589,19.21569
418.974937,4.351132,419.0587522,3666.25,419.1296696,47.5,419.5904487,20
419.3614662,4.206094,419.4286552,3697,419.5197553,46.5,419.9894034,20.39216
419.7617048,4.641208,419.8295182,3759.5,419.9114055,42.5,420.3837291,20.78431
420.1363798,4.786245,420.2233777,3816.5,420.2913502,41.5,420.7905727,21.17647
420.5443294,4.931283,420.6267247,3858.75,420.7196587,41.5,421.1936357,21.17647
420.9632958,4.786245,421.0286193,3923.75,421.1033071,42.5,421.6006016,21.17647
421.3392247,4.786245,421.4252483,3963.25,421.5136105,43,421.9911372,21.17647
421.7651921,4.641208,421.8353799,4041.75,421.9165777,44,422.3935724,21.56863
422.1685809,4.641208,422.2431627,4127.5,422.3131093,45.5,422.8230792,21.56863
422.5511045,4.641208,422.6375354,4181,422.7190839,45.5,423.2785123,21.56863
423.0231031,4.641208,423.1030573,4215.5,423.1945338,45.5,423.6805318,21.56863
423.4329986,4.49617,423.5105313,4290.5,423.5894779,45.5,424.1029701,21.17647
423.8290623,4.49617,423.9144607,4381,424.0234076,46,424.5174399,21.56863
424.2774586,4.49617,424.3684355,4410.25,424.4428701,46,424.9123951,21.56863
424.6764279,4.49617,424.7564282,4449.5,424.8328087,46,425.3863738,21.56863
425.1204054,4.49617,425.2263911,4493.5,425.3128655,45.5,425.7877227,21.56863
425.5347658,4.351132,425.6238464,4561.5,425.7053419,46,426.2322528,21.56863
425.9693713,4.351132,426.0442789,4583.5,426.114341,45.5,426.6323503,21.17647
426.3922936,4.351132,426.4743939,4631.25,426.5562665,46,427.04319,13.33333
426.7902862,3.335868,426.8803,4600.5,426.9663844,22.5,427.458239,13.33333
427.20329,2.320604,427.2963591,4504,427.3751928,22.5,427.9271472,13.33333
427.6231776,2.030528,427.7172175,4338,427.8312409,22.5,428.3514501,13.33333
428.1014569,1.740453,428.1922543,4122,428.2802341,22.5,428.7751893,13.33333
428.5151117,1.740453,428.6032001,3970,428.6982007,22.5,429.2042571,13.33333
428.943221,1.595415,429.0302433,3807.25,429.116256,22.5,429.6442666,13.33333
429.3903137,1.740453,429.4703093,3641.5,429.5523248,22.5,430.0334542,13.33333
429.8225274,1.740453,429.8835184,3456,429.9516389,19,430.5054967,13.33333
430.2243884,1.740453,430.3166655,3262.25,430.4234717,22.5,430.9096686,13.33333
430.6816494,1.885491,430.7665644,3199.25,430.8346369,22.5,431.3141356,13.33333
431.0756196,2.030528,431.1547202,3072,431.226849,22.5,431.7157767,13.72549
431.4816916,2.175566,431.568731,2947.75,431.6417624,22.5,432.1059491,14.5098
431.893727,2.465641,431.969787,2824.75,432.0347974,22.5,432.5079539,14.90196
432.2539573,2.900755,432.3398657,2744.5,432.4228959,22.5,432.951964,15.29412
432.7009183,3.625943,432.7929824,2717,432.8730053,51.5,433.3530935,15.29412
433.1060227,3.770981,433.1910293,2637,433.2641274,50,433.794169,13.33333
433.5120109,3.625943,433.625144,2631.75,433.7061183,22.5,434.2231119,13.33333
433.9880857,2.465641,434.0601913,2272,434.1270968,22.5,434.6283327,13.33333
434.3912514,2.610679,434.4741439,1820.5,434.5593019,22.5,435.0553907,13.33333
434.7942229,3.045793,434.876425,1480.75,434.9801683,22.5,435.4594668,13.33333
435.2314202,3.625943,435.3134435,1268.5,435.3852573,22.5,435.8945611,13.33333
435.6234132,4.061057,435.715544,1229.5,435.7995145,10,436.3066341,13.33333
436.0373581,4.206094,436.1225752,1165.25,436.204619,9,436.7025712,13.33333
436.4736494,4.206094,436.5576798,1122.5,436.6298179,7.5,437.1197912,13.33333
436.8787641,4.49617,436.9514712,1066.5,437.0297608,10,437.5135124,13.33333
437.2838352,4.641208,437.3603409,1090,437.4280532,8,437.9006168,13.33333
437.6758786,4.641208,437.7659014,1091.75,437.8368503,4,438.3183569,13.33333
438.0837961,4.49617,438.1556254,1086,438.2289759,5,438.7291098,13.33333
438.4790206,4.786245,438.5680646,1040,438.6437011,5.5,439.174736,13.33333
438.9207423,4.931283,439.0291238,1020.75,439.1078898,-0.5,439.5757267,13.33333
439.3451389,4.931283,439.4281428,1007.25,439.5041405,3.5,439.9981678,13.33333
439.7401655,4.931283,439.826172,1000,439.911157,-0.5,440.3778837,16.47059
440.1647486,4.931283,440.2295914,1005.75,440.3087491,24.5,440.7821936,20
440.5382138,6.526698,440.6326985,1277,440.7127434,22,441.2241815,20
440.9392319,10.29768,441.0282341,1574.25,441.1182552,13,441.5902642,20
441.3747382,9.862566,441.4377238,1753,441.5007307,20,441.9877647,20
441.7462785,9.282415,441.8322841,1736.25,441.9143051,21.5,442.3883346,20
442.163208,9.282415,442.2347232,1515.75,442.3083462,20.5,442.8303431,28.23529
442.5757823,8.557226,442.6593371,1766.5,442.736334,21,443.3964006,40.78431
443.1599975,13.92362,443.2297736,2369,443.3253568,8,443.9094042,59.60784
443.6443009,14.2137,443.7304537,2784.75,443.8243217,11.5,444.3184781,60
444.0564185,14.50377,444.1414018,3280.5,444.2254219,18,444.7184483,60.39216
444.4764669,14.50377,444.5504466,3859.75,444.6337122,17,445.1144639,60
444.890457,14.50377,444.9784823,4417.75,445.0495262,18,445.5414918,58.82353
445.3043932,14.2137,445.3784405,4932.75,445.4554742,21.5,445.9475426,48.23529
445.7127639,13.92362,445.7925128,5480.75,445.8707415,24.5,446.3235501,38.03922
446.087762,13.0534,446.1557151,5920.5,446.2325427,31,446.7544917,36.07843
446.5165667,11.02287,446.590555,6262.25,446.6747881,36.5,447.1407885,35.68628
446.9057387,10.87783,446.978567,6550.75,447.0537213,39,447.5787268,15.68627
447.3226621,8.99234,447.4237312,6677.75,447.5076265,51.5,447.9926442,13.33333
447.7388088,2.465641,447.8266502,6559.5,447.9008703,22.5,448.4026762,13.33333
448.1566724,1.595415,448.2316727,5585,448.317656,22.5,448.8286964,14.11765
448.5756694,1.450377,448.6537408,4432.5,448.7388379,22.5,449.2305204,14.11765
448.9907204,1.740453,449.0757441,3710,449.1496969,22.5,449.6987228,17.64706
449.4247047,2.610679,449.5177909,3581.75,449.5947958,49.5,450.1131906,17.64706
449.8559585,3.625943,449.9477462,3573.75,450.0347451,49.5,450.4997276,17.64706
450.2749412,3.625943,450.3426989,3565.5,450.4247629,50.5,450.8997779,18.82353
450.6547016,3.916019,450.7667791,3566.25,450.8366883,49.5,451.3178196,18.43137
451.0767826,4.206094,451.1708029,3590.25,451.2447334,50,452.0237015,18.43137
451.7627304,4.351132,451.829175,3578.75,451.9198822,50,452.4287903,16.86275
452.1897182,4.061057,452.2807718,3590.75,452.358846,50.5,452.8237747,13.33333
452.57489,3.045793,452.6386563,3520.75,452.730952,22.5,453.2436975,13.33333
452.9897033,2.465641,453.076869,3498.5,453.169909,13,453.6387555,13.33333
453.401721,2.320604,453.4998961,3451.25,453.5696753,22.5,454.0589478,13.33333
453.8259253,2.030528,453.9129139,3383.5,453.9877726,22.5,454.4928466,13.33333
454.2277112,2.030528,454.3146776,3340.25,454.4009272,22.5,454.8456549,13.33333
454.6376417,2.030528,454.6986861,2951.25,454.7678587,22.5,455.3296605,13.33333
455.0290274,2.320604,455.1146508,2470,455.2320175,22.5,455.7677877,13.33333
455.5179731,2.465641,455.6256298,1926.75,455.697645,22.5,456.2330157,13.33333
455.9169875,2.900755,455.9996468,1546,456.1569663,22.5,456.6260062,13.33333
456.3840384,3.335868,456.460034,1304.75,456.5307532,22.5,457.1180451,13.33333
456.8319766,4.061057,456.9157112,1246.5,457.0276288,9.5,457.5691107,13.33333
457.3160378,4.206094,457.3986184,1170.5,457.4756011,11.5,457.9556118,13.33333
457.7055757,4.206094,457.7900691,1183.25,457.8760782,11,458.313007,13.33333
458.0996115,4.206094,458.1750818,1176.75,458.2396274,9,458.7400966,13.33333
458.5030929,4.206094,458.5756256,1247.25,458.6537803,2,459.1790273,13.33333
458.9135862,4.061057,459.0203755,1374.25,459.1051096,5,459.5971062,13.33333
459.3375415,3.480906,459.4246536,1540.75,459.5181177,5,460.0298822,13.33333
459.7811389,3.335868,459.8545024,1800.25,459.9406274,5,460.6434567,13.33333
460.4270965,3.045793,460.4975928,1454.5,460.5740964,22.5,461.0320668,13.33333
460.7874525,3.480906,460.8610872,1291.5,460.9390783,22.5,461.5181279,13.33333
461.2270621,4.061057,461.3160774,1250,461.4249837,10,461.9270542,13.33333
461.6970489,4.206094,461.7630587,1180.25,461.8439958,8.5,462.3649582,13.33333
462.1160909,4.206094,462.2040601,1111.75,462.2990562,6.5,462.7900802,13.33333
462.5310545,4.49617,462.6249651,1018,462.7150624,2,463.2013152,13.33333
462.970044,4.931283,463.0449694,950.75,463.1180754,3.5,463.6040254,13.33333
463.3850725,4.931283,463.4580391,944.5,463.5292573,1,464.0369502,13.33333
463.7832184,5.076321,463.8691842,904.75,463.9540269,-1,464.4620406,13.33333
464.2340438,5.221359,464.3051628,858.25,464.3780909,2,464.8710318,13.33333
464.6327628,5.366396,464.7102415,858.5,464.7860163,-1.5,465.2970383,13.33333
465.0373223,5.366396,465.1260698,851.5,465.2231334,-0.5,465.7140411,13.33333
