time,18.002,rpm,0,maf,0.01,MAP,-6.63,afr,9.04,vref,0.02,TP,0.20,CLT,21.44,MAT,NaN,ckp_c,0,fuel_base,1.54,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.54,timing,36.54,duty0,0.00,dwell0,0.00,period0,2103.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,19.000,rpm,0,maf,0.01,MAP,-6.63,afr,9.04,vref,0.02,TP,0.30,CLT,21.47,MAT,NaN,ckp_c,0,fuel_base,1.54,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.54,timing,36.54,duty0,0.00,dwell0,0.00,period0,2103.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,20.000,rpm,0,maf,0.01,MAP,-6.63,afr,9.04,vref,0.02,TP,0.10,CLT,21.44,MAT,NaN,ckp_c,0,fuel_base,1.54,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.54,timing,36.54,duty0,0.00,dwell0,0.00,period0,2103.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,21.000,rpm,0,maf,0.01,MAP,-6.63,afr,9.03,vref,0.01,TP,0.10,CLT,21.41,MAT,NaN,ckp_c,0,fuel_base,1.54,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.54,timing,36.54,duty0,0.00,dwell0,0.00,period0,2103.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,22.000,rpm,0,maf,0.01,MAP,-6.63,afr,9.03,vref,0.01,TP,0.30,CLT,21.47,MAT,NaN,ckp_c,0,fuel_base,1.54,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.54,timing,36.54,duty0,0.00,dwell0,0.00,period0,2103.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,22.763,rpm,0,maf,1.62,MAP,-6.63,afr,9.03,vref,0.01,TP,0.30,CLT,21.35,MAT,NaN,ckp_c,1,fuel_base,1.54,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.54,timing,36.54,duty0,0.00,dwell0,0.00,period0,2103.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,22.833,rpm,0,maf,1.62,MAP,-6.63,afr,9.03,vref,0.01,TP,0.30,CLT,21.35,MAT,NaN,ckp_c,2,fuel_base,1.54,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.54,timing,36.54,duty0,0.00,dwell0,0.00,period0,2103.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,22.910,rpm,0,maf,1.89,MAP,-6.63,afr,9.04,vref,0.02,TP,0.20,CLT,21.35,MAT,NaN,ckp_c,3,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,2103.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,22.958,rpm,0,maf,2.00,MAP,-6.63,afr,9.03,vref,0.01,TP,0.30,CLT,21.38,MAT,NaN,ckp_c,4,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,2103.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,23.000,rpm,0,maf,2.00,MAP,-6.63,afr,9.03,vref,0.01,TP,0.30,CLT,21.38,MAT,NaN,ckp_c,4,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,2103.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,23.023,rpm,0,maf,2.00,MAP,-6.63,afr,9.03,vref,0.01,TP,0.30,CLT,21.38,MAT,NaN,ckp_c,5,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,2103.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,23.059,rpm,0,maf,2.31,MAP,-6.63,afr,9.04,vref,0.02,TP,0.20,CLT,21.35,MAT,NaN,ckp_c,6,fuel_base,7.69,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,7.69,timing,42.69,duty0,0.00,dwell0,0.00,period0,2103.33,duty1,NaN,dwell1,0.00,period1,0.00,
msg,fuelPump ON at PC13,
time,23.093,rpm,0,maf,2.31,MAP,-6.63,afr,9.04,vref,0.02,TP,0.20,CLT,21.35,MAT,NaN,ckp_c,7,fuel_base,7.69,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,7.69,timing,42.69,duty0,0.00,dwell0,0.00,period0,2103.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,23.120,rpm,0,maf,2.31,MAP,-6.63,afr,9.04,vref,0.02,TP,0.20,CLT,21.35,MAT,NaN,ckp_c,8,fuel_base,7.69,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,7.69,timing,42.69,duty0,0.00,dwell0,0.00,period0,2103.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,23.156,rpm,0,maf,2.26,MAP,-6.63,afr,9.04,vref,0.02,TP,0.20,CLT,21.53,MAT,NaN,ckp_c,9,fuel_base,2.32,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,2.32,timing,37.32,duty0,0.00,dwell0,0.00,period0,2103.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,23.209,rpm,0,maf,2.26,MAP,-6.63,afr,9.04,vref,0.02,TP,0.20,CLT,21.53,MAT,NaN,ckp_c,10,fuel_base,2.32,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,2.32,timing,37.32,duty0,0.00,dwell0,0.00,period0,2103.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,23.247,rpm,0,maf,2.30,MAP,-6.63,afr,9.03,vref,0.01,TP,0.40,CLT,21.53,MAT,NaN,ckp_c,11,fuel_base,7.69,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,7.69,timing,42.69,duty0,0.00,dwell0,0.00,period0,2103.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,23.274,rpm,0,maf,2.30,MAP,-6.63,afr,9.03,vref,0.01,TP,0.40,CLT,21.53,MAT,NaN,ckp_c,12,fuel_base,7.69,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,7.69,timing,42.69,duty0,0.00,dwell0,0.00,period0,2103.33,duty1,NaN,dwell1,0.00,period1,0.00,
