time,24.003,rpm,0,maf,1.44,MAP,-6.63,afr,9.02,vref,0.01,TP,0.50,CLT,13.33,MAT,NaN,ckp_c,0,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1850.80,duty1,NaN,dwell1,0.00,period1,0.00,
time,25.003,rpm,0,maf,1.51,MAP,-6.63,afr,9.07,vref,0.03,TP,0.20,CLT,15.35,MAT,NaN,ckp_c,0,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1850.80,duty1,NaN,dwell1,0.00,period1,0.00,
time,26.002,rpm,0,maf,1.42,MAP,-6.63,afr,9.01,vref,0.00,TP,0.30,CLT,13.61,MAT,NaN,ckp_c,0,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1850.80,duty1,NaN,dwell1,0.00,period1,0.00,
time,26.371,rpm,0,maf,1.51,MAP,-6.63,afr,9.05,vref,0.02,TP,0.10,CLT,14.49,MAT,NaN,ckp_c,1,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1850.80,duty1,NaN,dwell1,0.00,period1,0.00,
time,26.471,rpm,0,maf,1.66,MAP,-6.63,afr,9.04,vref,0.02,TP,0.20,CLT,15.25,MAT,NaN,ckp_c,2,fuel_base,1.54,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.54,timing,36.54,duty0,0.00,dwell0,0.00,period0,1850.80,duty1,NaN,dwell1,0.00,period1,0.00,
time,26.569,rpm,0,maf,1.82,MAP,-6.63,afr,9.03,vref,0.01,TP,0.20,CLT,14.04,MAT,NaN,ckp_c,3,fuel_base,1.54,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.54,timing,36.54,duty0,0.00,dwell0,0.00,period0,1850.80,duty1,NaN,dwell1,0.00,period1,0.00,
time,26.649,rpm,0,maf,1.92,MAP,-6.63,afr,9.06,vref,0.03,TP,0.00,CLT,14.78,MAT,NaN,ckp_c,4,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1850.80,duty1,NaN,dwell1,0.00,period1,0.00,
msg,fuelPump ON at PC13,
time,26.711,rpm,0,maf,1.95,MAP,-6.63,afr,9.06,vref,0.03,TP,0.00,CLT,15.15,MAT,NaN,ckp_c,5,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1850.80,duty1,NaN,dwell1,0.00,period1,0.00,
time,26.749,rpm,0,maf,1.95,MAP,-6.63,afr,9.06,vref,0.03,TP,0.00,CLT,15.15,MAT,NaN,ckp_c,6,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1850.80,duty1,NaN,dwell1,0.00,period1,0.00,
time,26.802,rpm,0,maf,1.95,MAP,-6.63,afr,9.06,vref,0.03,TP,0.00,CLT,15.15,MAT,NaN,ckp_c,7,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1850.80,duty1,NaN,dwell1,0.00,period1,0.00,
time,26.879,rpm,0,maf,1.95,MAP,-6.63,afr,9.04,vref,0.02,TP,0.20,CLT,14.66,MAT,NaN,ckp_c,8,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1850.80,duty1,NaN,dwell1,0.00,period1,0.00,
time,26.933,rpm,0,maf,2.02,MAP,-6.63,afr,9.06,vref,0.03,TP,0.00,CLT,15.22,MAT,NaN,ckp_c,9,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1850.80,duty1,NaN,dwell1,0.00,period1,0.00,
time,26.975,rpm,0,maf,2.02,MAP,-6.63,afr,9.06,vref,0.03,TP,0.00,CLT,15.22,MAT,NaN,ckp_c,10,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1850.80,duty1,NaN,dwell1,0.00,period1,0.00,
time,27.002,rpm,0,maf,2.02,MAP,-6.63,afr,9.06,vref,0.03,TP,0.00,CLT,15.22,MAT,NaN,ckp_c,10,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1850.80,duty1,NaN,dwell1,0.00,period1,0.00,
time,27.009,rpm,0,maf,2.19,MAP,-6.63,afr,9.04,vref,0.02,TP,0.20,CLT,13.71,MAT,NaN,ckp_c,11,fuel_base,2.32,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,2.32,timing,37.32,duty0,0.00,dwell0,0.00,period0,1850.80,duty1,NaN,dwell1,0.00,period1,0.00,
time,27.056,rpm,0,maf,2.19,MAP,-6.63,afr,9.04,vref,0.02,TP,0.20,CLT,13.71,MAT,NaN,ckp_c,12,fuel_base,2.32,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,2.32,timing,37.32,duty0,0.00,dwell0,0.00,period0,1850.80,duty1,NaN,dwell1,0.00,period1,0.00,
time,27.125,rpm,0,maf,2.14,MAP,-6.63,afr,9.03,vref,0.01,TP,0.20,CLT,14.11,MAT,NaN,ckp_c,13,fuel_base,2.32,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,2.32,timing,37.32,duty0,0.00,dwell0,0.00,period0,1850.80,duty1,NaN,dwell1,0.00,period1,0.00,
