time,14.003,rpm,0,maf,1.52,MAP,-6.63,afr,9.07,vref,0.03,TP,0.10,CLT,15.77,MAT,NaN,ckp_c,0,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1479.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,15.001,rpm,0,maf,1.50,MAP,-6.63,afr,9.03,vref,0.01,TP,0.30,CLT,14.15,MAT,NaN,ckp_c,0,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1479.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,16.002,rpm,0,maf,1.42,MAP,-6.63,afr,9.02,vref,0.01,TP,0.30,CLT,14.06,MAT,NaN,ckp_c,0,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1479.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,16.224,rpm,0,maf,1.49,MAP,-6.63,afr,9.04,vref,0.02,TP,0.00,CLT,15.20,MAT,NaN,ckp_c,1,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1479.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,16.312,rpm,0,maf,1.65,MAP,-6.63,afr,9.03,vref,0.01,TP,0.30,CLT,16.44,MAT,NaN,ckp_c,2,fuel_base,1.54,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.54,timing,36.54,duty0,0.00,dwell0,0.00,period0,1479.33,duty1,NaN,dwell1,0.00,period1,0.00,
msg,fuelPump ON at PC13,
time,16.364,rpm,0,maf,1.65,MAP,-6.63,afr,9.03,vref,0.01,TP,0.30,CLT,16.44,MAT,NaN,ckp_c,3,fuel_base,1.54,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.54,timing,36.54,duty0,0.00,dwell0,0.00,period0,1479.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,16.402,rpm,0,maf,1.78,MAP,-6.63,afr,9.04,vref,0.02,TP,0.10,CLT,16.54,MAT,NaN,ckp_c,4,fuel_base,1.54,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.54,timing,36.54,duty0,0.00,dwell0,0.00,period0,1479.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,16.465,rpm,0,maf,1.78,MAP,-6.63,afr,9.04,vref,0.02,TP,0.10,CLT,16.54,MAT,NaN,ckp_c,5,fuel_base,1.54,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.54,timing,36.54,duty0,0.00,dwell0,0.00,period0,1479.33,duty1,NaN,dwell1,0.00,period1,0.00,
time,16.548,rpm,0,maf,1.88,MAP,-6.63,afr,9.01,vref,0.00,TP,0.30,CLT,15.75,MAT,NaN,ckp_c,6,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1479.33,duty1,NaN,dwell1,0.00,period1,0.00,
