time,29.003,rpm,0,maf,1.43,MAP,-6.63,afr,9.05,vref,0.02,TP,0.30,CLT,21.29,MAT,NaN,ckp_c,0,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1505.70,duty1,NaN,dwell1,0.00,period1,0.00,
time,30.002,rpm,0,maf,1.42,MAP,-6.63,afr,9.03,vref,0.01,TP,0.30,CLT,21.20,MAT,NaN,ckp_c,0,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1505.70,duty1,NaN,dwell1,0.00,period1,0.00,
time,31.000,rpm,0,maf,1.43,MAP,-6.63,afr,9.05,vref,0.02,TP,0.30,CLT,21.44,MAT,NaN,ckp_c,0,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1505.70,duty1,NaN,dwell1,0.00,period1,0.00,
time,31.462,rpm,0,maf,1.53,MAP,-6.63,afr,9.04,vref,0.02,TP,0.00,CLT,21.17,MAT,NaN,ckp_c,1,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1505.70,duty1,NaN,dwell1,0.00,period1,0.00,
time,31.531,rpm,0,maf,1.76,MAP,-6.63,afr,9.03,vref,0.01,TP,0.20,CLT,21.23,MAT,NaN,ckp_c,2,fuel_base,1.54,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.54,timing,36.54,duty0,0.00,dwell0,0.00,period0,1505.70,duty1,NaN,dwell1,0.00,period1,0.00,
time,31.610,rpm,0,maf,1.92,MAP,-6.63,afr,9.04,vref,0.02,TP,0.30,CLT,21.11,MAT,NaN,ckp_c,3,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1505.70,duty1,NaN,dwell1,0.00,period1,0.00,
time,31.656,rpm,0,maf,1.92,MAP,-6.63,afr,9.04,vref,0.02,TP,0.30,CLT,21.11,MAT,NaN,ckp_c,4,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1505.70,duty1,NaN,dwell1,0.00,period1,0.00,
time,31.719,rpm,0,maf,1.93,MAP,-6.63,afr,9.03,vref,0.01,TP,0.20,CLT,21.32,MAT,NaN,ckp_c,5,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1505.70,duty1,NaN,dwell1,0.00,period1,0.00,
msg,fuelPump ON at PC13,
time,31.726,rpm,0,maf,1.93,MAP,-6.63,afr,9.03,vref,0.01,TP,0.20,CLT,21.32,MAT,NaN,ckp_c,6,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1505.70,duty1,NaN,dwell1,0.00,period1,0.00,
time,31.764,rpm,0,maf,1.93,MAP,-6.63,afr,9.03,vref,0.01,TP,0.20,CLT,21.32,MAT,NaN,ckp_c,7,fuel_base,1.53,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,1.53,timing,36.53,duty0,0.00,dwell0,0.00,period0,1505.70,duty1,NaN,dwell1,0.00,period1,0.00,
time,31.806,rpm,0,maf,2.32,MAP,-6.63,afr,9.03,vref,0.01,TP,0.30,CLT,21.47,MAT,NaN,ckp_c,8,fuel_base,7.69,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,7.69,timing,42.69,duty0,0.00,dwell0,0.00,period0,1505.70,duty1,NaN,dwell1,0.00,period1,0.00,
time,31.823,rpm,1162,maf,2.32,MAP,-5.83,afr,9.03,vref,0.01,TP,0.30,CLT,21.47,MAT,NaN,ckp_c,10,fuel_base,7.10,fuel_iat,1.00,fuel_clt,1.00,fuel_lag,0.00,fuel,7.10,timing,42.10,duty0,0.00,dwell0,0.00,period0,1505.70,duty1,NaN,dwell1,0.00,period1,0.00,
