Reference, Quantity, Value, Footprint, Datasheet, MFG,MFG#, VEND1,VEND1#, VEND2,VEND2#, vend1,vend1#, Field4, Field5
C1001 ,1,330uF 35V,SMDSVP10,,unitedchem,EMVY350ADA331MJA0G,DIGI,565-2479-1-ND,,,,
C1002 C1003 ,2,220uF 16V,SM2512,,kemet,T491D227K016AT,DIGI,399-10429-1-ND,sky-macau.com,8702041755,,,
D1001 ,1,7.5V,SM1206,,diodesinc,BZT52C7V5-7-F,DIGI,BZT52C7V5-FDICT-ND,sky-macau.com,5633100308,,,
D1002 ,1,14V,Diode_DO-41_SOD81_Vertical_AnodeUp,,FAIRCHILD,1N5244B,DIGI,1N5244B-ND, ,,,
D1003 ,1,24V,Diode_DO-41_SOD81_Vertical_AnodeUp,,MicroComercial,1N5359B-TP,DIGI,1N5359BTPMSCT-ND,sky-macau.com,0533550982,,,
D1004 ,1,DIODESCH,DPAK2,,VISHAY,VS-50WQ04FNPBF,,,DIGI,VS-50WQ04FNPBF-ND,,
D1005 ,1,LED-grn,LED-0805,,lite-on,LTST-C171GKT,DIGI,160-1423-1-ND,,,,
D1006 ,1,DIODESCH,Diode_DO-41_SOD81_Vertical_AnodeUp,,ONSEMI,MR854G,,sky-macau.com,1438219496,digi,MR854GOS-ND,,
F1001 ,1,1.5A,BladeFuse-Mini,,0R,jumperwire,0R,jumperwire,,,,
J1 J2 ,2,Screw_Terminal_1x02,Connect:AK300-2,
L1001 L1002 L1003 ,3,68uH,INDUCTOR_V,,BOURNS,5800-680-RC,digi,M8288-ND,sky-macau.com,2258345334,,,
P1 ,1,CONN_1,Pin_Headers:Pin_Header_Straight_1x01_Pitch2.54mm,,,,,,dnp,dnp,dnp,dnp
P1002 P901 P902 ,3,CONN_1,SIL-1,,DO NOT POPULATE,DNP,DO NOT POPULATE,DNP,,,,
Q1001 ,1,20V,SOT23,,Vishay,SQ2301ES-T1-GE3,Newark,64T4128,Mouser,78-SQ2301ES-T1_GE3,,,
Q1002 ,1,200V,m-pad-2.1-TO-263AB,,IXYS,IXTA6N50D2,digikey,IXTA6N50D2-ND,,,,
R1001 ,1,39k,SM0805,,ECG,ERA6AEB393V,DIGI,P39KDACT-ND,,,,
R1002 ,1,1k,SM0805,,Panasonic,ERA-6AEB102V,DIGI,P1.0KDACT-ND,,,,
R1003 ,1,100k,SM0805,,ECG,ERA6AEB104V,DIGI,P100KDACT-ND,,,,
U1001 ,1,LM2596,DPAK5,,linear,2596-5.0,DIGI,LM2596S-5.0/NOPB-ND,sky-macau.com,6841999795,,,
