"MShift v0.01: Bowling & Grippo MS1 Base Code MShift v0.01"
"Capture Date: Sun Jan 10 12:16:41 EST 2016"
Time	RPM	CLT	IAT	TPS	MAF	MAP	AFR	vBatt	Load	ignAdv	Knock	speed	dRPM	airMass	pedal	trg err	injPulse	fuel: base	fuel: VE	fuel: EL accel	fuel: tpsAccel	fuel: IAT corr	fuel: wall corr ms	fuel: wall amout	baroCorrection
	RPM	°C	°C	%	V	MAP	AFR	V	%	deg	Volts	kph	dRpm	Kg/h	%	counter	ms	ms	ratio	%	ms	%	ms	ms	%
403.368	1026	103.5	16.6	0	0.00	29	10.09	13.56	29	22.35	2.09	0.00	1.012	0.000	0.000	750	3.982	2.98	72.619	0.000	0.000	1.000	0.000	0.000	1.000
403.489	1033	104.1	16.6	0	0.00	29	10.06	13.55	29	22.34	2.07	0.00	0.993	0.000	0.000	750	3.972	2.98	72.620	0.000	0.000	1.000	0.000	0.000	1.000
403.617	1028	103.5	16.6	0	0.00	29	10.12	13.38	29	22.34	2.07	0.00	1.019	0.000	0.000	750	3.964	2.97	72.671	0.000	0.000	1.000	0.000	0.000	1.000
403.745	1009	103.5	16.6	0	0.00	30	10.02	13.68	30	22.34	2.09	0.00	1.019	0.000	0.000	750	4.000	3.00	72.598	0.000	0.000	1.000	0.000	0.000	1.000
403.873	999	103.7	16.6	0	0.00	30	10.10	13.37	30	22.35	2.08	0.00	1.010	0.000	0.000	750	4.012	3.01	72.582	0.000	0.000	1.000	0.000	0.000	1.000
404.001	997	103.7	16.5	0	0.00	30	10.10	13.43	30	22.34	2.08	0.00	1.002	0.000	0.000	750	4.011	3.01	72.574	0.000	0.000	1.000	0.000	0.000	1.000
404.129	996	103.7	16.6	0	0.00	30	10.15	13.51	30	22.34	2.08	0.00	1.000	0.000	0.000	750	4.014	3.01	72.546	0.000	0.000	1.000	0.000	0.000	1.000
404.257	996	103.3	16.6	0	0.00	30	10.12	13.67	30	22.34	2.08	0.00	1.000	0.000	0.000	750	4.026	3.02	72.488	0.000	0.000	1.000	0.000	0.000	1.000
404.386	1009	103.5	16.6	0	0.00	30	10.10	13.28	30	22.34	2.08	0.00	0.982	0.000	0.000	750	4.027	3.02	72.480	0.000	0.000	1.000	0.000	0.000	1.000
404.511	1033	103.7	16.5	0	0.00	29	10.10	13.58	29	22.34	2.07	0.00	0.977	0.000	0.000	750	3.996	2.99	72.473	0.000	0.000	1.000	0.000	0.000	1.000
404.642	1022	103.9	16.6	0	0.00	30	10.13	13.66	30	22.34	2.08	0.00	1.011	0.000	0.000	750	3.989	2.99	72.637	0.000	0.000	1.000	0.000	0.000	1.000
404.774	1025	103.5	16.6	0	0.00	29	10.05	13.27	29	22.34	2.08	0.00	0.997	0.000	0.000	751	3.985	2.98	72.608	0.000	0.000	1.000	0.000	0.000	1.000
404.903	1015	102.9	16.6	0	0.00	29	10.10	13.44	29	22.34	2.07	0.00	1.010	0.000	0.000	752	4.001	2.99	72.656	0.000	0.000	1.000	0.000	0.000	1.000
405.033	1020	103.5	16.6	0	0.00	30	10.15	13.76	30	22.34	2.08	0.00	0.995	0.000	0.000	752	4.000	3.00	72.543	0.000	0.000	1.000	0.000	0.000	1.000
405.153	987	103.5	16.5	0	0.00	30	10.10	13.45	30	22.34	2.08	0.00	1.033	0.000	0.000	752	3.999	3.01	72.696	0.000	0.000	1.000	0.000	0.000	1.000
405.283	992	103.5	16.6	0	0.00	30	10.16	13.91	30	22.35	2.07	0.00	0.995	0.000	0.000	752	4.010	3.01	72.643	0.000	0.000	1.000	0.000	0.000	1.000
405.415	983	103.7	16.6	0	0.00	30	10.14	13.66	30	22.34	2.08	0.00	1.009	0.000	0.000	753	4.033	3.03	72.627	0.000	0.000	1.000	0.000	0.000	1.000
405.540	972	103.9	16.5	0	0.00	30	10.04	13.17	30	22.35	2.08	0.00	1.011	0.000	0.000	753	4.025	3.02	72.709	0.000	0.000	1.000	0.000	0.000	1.000
405.663	996	103.5	16.6	0	0.00	30	10.17	13.63	30	22.35	2.05	0.00	0.976	0.000	0.000	753	4.008	3.00	72.659	0.000	0.000	1.000	0.000	0.000	1.000
405.794	1018	103.7	16.5	0	0.00	30	10.12	13.66	30	22.34	2.07	0.00	0.978	0.000	0.000	754	4.009	3.01	72.473	0.000	0.000	1.000	0.000	0.000	1.000
405.922	1024	103.7	16.5	0	0.00	30	10.11	13.70	30	22.35	2.08	0.00	1.000	0.000	0.000	754	4.000	2.99	72.573	0.000	0.000	1.000	0.000	0.000	1.000
406.048	1041	103.9	16.3	0	0.00	29	10.00	13.27	29	22.37	2.08	0.00	0.984	0.000	0.000	755	3.972	2.97	72.640	0.000	0.000	1.000	0.000	0.000	1.000
406.182	1029	103.7	16.6	0	0.00	29	10.01	13.25	29	22.34	2.09	0.00	1.012	0.000	0.000	755	3.982	2.98	72.593	0.000	0.000	1.000	0.000	0.000	1.000
406.306	1022	103.7	16.6	0	0.00	29	10.17	14.04	29	22.34	2.05	0.00	1.007	0.000	0.000	756	3.986	2.99	72.585	0.000	0.000	1.000	0.000	0.000	1.000
406.438	1008	103.9	16.4	0	0.00	29	10.08	13.41	29	22.36	2.08	0.00	1.014	0.000	0.000	756	3.991	2.98	72.731	0.000	0.000	1.000	0.000	0.000	1.000
406.565	1019	103.7	16.6	0	0.00	29	10.12	13.47	29	22.35	2.07	0.00	0.989	0.000	0.000	756	3.974	2.98	72.705	0.000	0.000	1.000	0.000	0.000	1.000
406.696	1004	103.7	16.5	0	0.00	29	10.12	13.41	29	22.34	2.07	0.00	1.015	0.000	0.000	756	3.983	2.99	72.727	0.000	0.000	1.000	0.000	0.000	1.000
406.817	1008	103.7	16.6	0	0.00	30	10.16	13.46	30	22.34	2.07	0.00	0.996	0.000	0.000	756	3.995	3.00	72.552	0.000	0.000	1.000	0.000	0.000	1.000
406.946	1004	103.5	16.5	0	0.00	30	10.14	13.50	30	22.35	2.07	0.00	1.004	0.000	0.000	756	4.012	3.01	72.547	0.000	0.000	1.000	0.000	0.000	1.000
407.078	1007	103.7	16.6	0	0.00	30	10.14	13.71	30	22.34	2.08	0.00	0.997	0.000	0.000	756	4.006	3.01	72.506	0.000	0.000	1.000	0.000	0.000	1.000
407.208	1000	103.5	16.6	0	0.00	30	10.09	13.56	30	22.34	2.09	0.00	1.007	0.000	0.000	756	4.022	3.02	72.473	0.000	0.000	1.000	0.000	0.000	1.000
407.328	1012	103.5	16.6	0	0.00	30	10.00	13.39	30	22.34	2.09	0.00	0.983	0.000	0.000	757	3.995	3.00	72.541	0.000	0.000	1.000	0.000	0.000	1.000
407.456	1030	103.5	16.5	0	0.00	30	10.10	13.46	30	22.34	2.08	0.00	0.983	0.000	0.000	757	3.989	2.99	72.540	0.000	0.000	1.000	0.000	0.000	1.000
407.584	1014	103.7	16.6	0	0.00	29	10.12	13.59	29	22.35	2.08	0.00	1.016	0.000	0.000	758	3.985	2.98	72.662	0.000	0.000	1.000	0.000	0.000	1.000
407.718	1021	103.7	16.6	0	0.00	29	10.11	13.60	29	22.34	2.08	0.00	0.993	0.000	0.000	758	3.983	2.98	72.698	0.000	0.000	1.000	0.000	0.000	1.000
407.849	1025	103.9	16.5	0	0.00	29	10.09	13.56	29	22.35	2.09	0.00	0.996	0.000	0.000	758	3.973	2.97	72.700	0.000	0.000	1.000	0.000	0.000	1.000
407.971	1002	103.7	16.5	0	0.00	30	10.12	13.52	30	22.35	2.09	0.00	1.023	0.000	0.000	758	3.993	2.99	72.696	0.000	0.000	1.000	0.000	0.000	1.000
408.098	983	104.1	16.5	0	0.00	30	10.10	13.60	30	22.35	2.07	0.00	1.019	0.000	0.000	758	4.005	3.00	72.797	0.000	0.000	1.000	0.000	0.000	1.000
408.230	998	103.7	16.6	0	0.00	30	10.11	13.53	30	22.34	2.09	0.00	0.985	0.000	0.000	758	4.000	3.00	72.620	0.000	0.000	1.000	0.000	0.000	1.000
408.361	1001	104.3	16.6	0	0.00	30	10.06	13.55	30	22.35	2.07	0.00	0.997	0.000	0.000	758	3.995	3.00	72.630	0.000	0.000	1.000	0.000	0.000	1.000
408.483	1018	103.7	16.5	0	0.00	30	10.12	13.60	30	22.34	2.08	0.00	0.983	0.000	0.000	758	3.984	2.99	72.554	0.000	0.000	1.000	0.000	0.000	1.000
408.610	1008	103.9	16.5	0	0.00	29	10.11	13.60	29	22.35	2.09	0.00	1.010	0.000	0.000	758	3.986	2.99	72.684	0.000	0.000	1.000	0.000	0.000	1.000
408.743	1011	103.7	16.5	0	0.00	30	10.11	13.36	30	22.35	2.08	0.00	0.997	0.000	0.000	758	3.993	2.99	72.654	0.000	0.000	1.000	0.000	0.000	1.000
408.863	1002	103.7	16.5	0	0.00	30	10.10	13.50	30	22.34	2.08	0.00	1.009	0.000	0.000	759	4.011	3.01	72.579	0.000	0.000	1.000	0.000	0.000	1.000
408.994	996	103.7	16.5	0	0.00	30	10.12	13.25	30	22.35	2.08	0.00	1.006	0.000	0.000	760	4.002	3.00	72.686	0.000	0.000	1.000	0.000	0.000	1.000
409.139	1002	103.7	16.5	0	0.00	30	10.17	13.69	30	22.35	2.07	0.00	1.010	0.000	0.000	760	4.005	3.00	72.624	0.000	0.000	1.000	0.000	0.000	1.000
409.266	1005	103.7	16.5	0	0.00	30	10.16	13.54	30	22.34	2.07	0.00	0.997	0.000	0.000	761	3.997	2.99	72.674	0.000	0.000	1.000	0.000	0.000	1.000
409.391	1003	103.5	16.5	0	0.00	30	10.14	13.49	30	22.35	2.08	0.00	1.002	0.000	0.000	761	4.007	3.01	72.573	0.000	0.000	1.000	0.000	0.000	1.000
409.523	1002	103.7	16.6	0	0.00	30	10.00	13.54	30	22.34	2.08	0.00	1.001	0.000	0.000	761	4.014	3.00	72.600	0.000	0.000	1.000	0.000	0.000	1.000
409.648	1011	103.9	16.6	0	0.00	30	10.12	13.73	30	22.34	2.08	0.00	0.991	0.000	0.000	762	4.002	3.00	72.518	0.000	0.000	1.000	0.000	0.000	1.000
