Wed Nov 05 08:22:04 EST 2014: Console 20141102
Wed Nov 05 08:22:07 EST 2014: postMessage CommandQueue: SerialIO started
Wed Nov 05 08:22:08 EST 2014: postMessage SerialManager: Opening port: COM15
Wed Nov 05 08:22:08 EST 2014: Opening COM15 @ 115200
Wed Nov 05 08:22:09 EST 2014: EngineState: unexpected header: test while looking for line:
Wed Nov 05 08:22:09 EST 2014: msg,confirmation_test:4,
Wed Nov 05 08:22:09 EST 2014: postMessage EngineState: confirmation_test:4
Wed Nov 05 08:22:09 EST 2014: time,13.015,rpm,0,maf,5.04,MAP,262.32,map_r,262.32,baro,0.00,afr,17.52,vref,2.50,vbatt,12.57,TRG_0_DUTY,NaN,TRG_1_DUTY,NaN,TP,0.00,CLT,20.01,MAT,12.77,ckp_c,0,fuel_base,3.00,fuel_lag,1.00,fuel,4.00,timing,0.00,duty0,NaN,dwell0,0.00,total_dwell0,0.00,period0,0.00,advance0,674.000,duty1,NaN,dwell1,0.00,total_dwell1,0.00,period1,0.00,advance1,674.000,
Wed Nov 05 08:22:10 EST 2014: postMessage CommandQueue: got valid conf! test
Wed Nov 05 08:22:10 EST 2014: time,14.015,rpm,0,maf,5.04,MAP,262.25,map_r,262.25,baro,0.00,afr,17.52,vref,2.48,vbatt,12.48,TRG_0_DUTY,NaN,TRG_1_DUTY,NaN,TP,0.00,CLT,19.98,MAT,12.79,ckp_c,0,fuel_base,3.00,fuel_lag,1.00,fuel,4.00,timing,0.00,duty0,NaN,dwell0,0.00,total_dwell0,0.00,period0,0.00,advance0,674.000,duty1,NaN,dwell1,0.00,total_dwell1,0.00,period1,0.00,advance1,674.000,
Wed Nov 05 08:22:11 EST 2014: rusEfiVersion,20141103@5014 Neon03,outpin,c1@PA5,outpin,c2@PC6,outpin,input1@PA8,outpin,input2@NONE,outpin,spa1@PC9,outpin,inj1@PB8,outpin,spa2@NONE,outpin,inj2@PB9,outpin,spa3@PE8,outpin,inj3@PE2,outpin,spa4@NONE,outpin,inj4@PB7,time,15.017,rpm,0,maf,5.04,MAP,262.32,map_r,262.32,baro,0.00,afr,17.51,vref,2.49,vbatt,12.52,TRG_0_DUTY,NaN,TRG_1_DUTY,NaN,TP,0.00,CLT,19.93,MAT,12.79,ckp_c,0,fuel_base,3.00,fuel_lag,1.00,fuel,4.00,timing,0.00,duty0,NaN,dwell0,0.00,total_dwell0,0.00,period0,0.00,advance0,674.000,duty1,NaN,dwell1,0.00,total_dwell1,0.00,period1,0.00,advance1,674.000,
Wed Nov 05 08:22:12 EST 2014: time,16.018,rpm,0,maf,5.04,MAP,262.32,map_r,262.32,baro,0.00,afr,17.52,vref,2.50,vbatt,12.58,TRG_0_DUTY,NaN,TRG_1_DUTY,NaN,TP,0.00,CLT,20.01,MAT,13.02,ckp_c,0,fuel_base,3.00,fuel_lag,1.00,fuel,4.00,timing,0.00,duty0,NaN,dwell0,0.00,total_dwell0,0.00,period0,0.00,advance0,674.000,duty1,NaN,dwell1,0.00,total_dwell1,0.00,period1,0.00,advance1,674.000,
Wed Nov 05 08:22:13 EST 2014: time,17.020,rpm,0,maf,5.04,MAP,262.32,map_r,262.32,baro,0.00,afr,17.52,vref,2.50,vbatt,12.58,TRG_0_DUTY,NaN,TRG_1_DUTY,NaN,TP,0.00,CLT,20.06,MAT,12.97,ckp_c,0,fuel_base,3.00,fuel_lag,1.00,fuel,4.00,timing,0.00,duty0,NaN,dwell0,0.00,total_dwell0,0.00,period0,0.00,advance0,674.000,duty1,NaN,dwell1,0.00,total_dwell1,0.00,period1,0.00,advance1,674.000,
